,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11
21,"[504, 145, 96, 142]",0.05,0.0,0.01,0.76,0.11,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[486, 152, 113, 153]",0.06,0.0,0.04,0.1,0.59,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[512, 150, 101, 151]",0.1,0.0,0.03,0.38,0.28,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[554, 168, 361, 446]",0.23,0.0,0.2,0.05,0.46,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[544, 102, 139, 192]",0.01,0.0,0.0,0.09,0.03,0.0,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[597, 117, 144, 196]",0.0,0.0,0.0,0.78,0.01,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[554, 157, 143, 192]",0.01,0.0,0.0,0.34,0.12,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[577, 113, 142, 194]",0.0,0.0,0.0,0.9,0.0,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[612, 109, 150, 209]",0.03,0.0,0.0,0.14,0.13,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[587, 99, 145, 198]",0.02,0.0,0.0,0.19,0.47,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[563, 104, 143, 192]",0.02,0.0,0.01,0.24,0.33,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[591, 121, 139, 196]",0.04,0.0,0.02,0.05,0.68,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[809, 215, 15, 21]",0.34,0.0,0.02,0.01,0.51,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[536, 109, 148, 195]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[568, 94, 142, 195]",0.01,0.0,0.0,0.05,0.09,0.0,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[559, 108, 143, 192]",0.06,0.01,0.01,0.01,0.85,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[552, 105, 146, 201]",0.01,0.0,0.0,0.02,0.01,0.0,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[551, 108, 144, 193]",0.04,0.0,0.01,0.07,0.27,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[541, 106, 145, 190]",0.03,0.0,0.01,0.0,0.44,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[552, 104, 142, 193]",0.08,0.0,0.02,0.05,0.18,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[582, 120, 144, 198]",0.02,0.03,0.01,0.0,0.54,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[577, 125, 144, 195]",0.06,0.02,0.02,0.01,0.73,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[534, 112, 142, 198]",0.05,0.0,0.01,0.07,0.1,0.01,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[637, 208, 16, 19]",0.2,0.0,0.02,0.02,0.7,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[638, 211, 15, 19]",0.48,0.0,0.04,0.17,0.26,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[808, 150, 107, 149]",0.15,0.0,0.04,0.27,0.13,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[790, 161, 124, 163]",0.07,0.0,0.14,0.04,0.28,0.02,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[595, 123, 149, 202]",0.03,0.0,0.01,0.02,0.52,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[560, 103, 141, 199]",0.08,0.02,0.01,0.02,0.54,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[558, 99, 149, 205]",0.03,0.01,0.01,0.01,0.72,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[595, 108, 149, 207]",0.14,0.01,0.04,0.01,0.55,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[579, 100, 150, 206]",0.08,0.01,0.02,0.06,0.44,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[558, 101, 147, 198]",0.02,0.0,0.01,0.16,0.09,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[536, 138, 138, 195]",0.12,0.0,0.05,0.18,0.44,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[547, 240, 45, 58]",0.15,0.0,0.13,0.19,0.27,0.04,0.23,"[312, 264, 33, 43]",0.13,0.0,0.1,0.13,0.59,0.0,0.04,"[1131, 225, 49, 60]",0.26,0.0,0.13,0.04,0.47,0.05,0.03,"[442, 560, 25, 29]",0.06,0.0,0.07,0.06,0.24,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[316, 292, 28, 35]",0.02,0.0,0.31,0.09,0.34,0.04,0.2,"[656, 244, 61, 77]",0.47,0.0,0.1,0.08,0.16,0.02,0.16,"[1226, 248, 54, 68]",0.18,0.0,0.18,0.16,0.33,0.03,0.11,"[557, 605, 29, 33]",0.03,0.0,0.06,0.15,0.29,0.0,0.46,"[534, 292, 25, 33]",0.2,0.0,0.09,0.03,0.6,0.02,0.07,"[980, 163, 72, 93]",0.28,0.0,0.17,0.01,0.24,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[576, 143, 143, 196]",0.01,0.0,0.0,0.41,0.02,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[466, 162, 145, 173]",0.02,0.0,0.03,0.0,0.9,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[458, 97, 149, 205]",0.01,0.0,0.01,0.0,0.17,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[494, 87, 146, 194]",0.02,0.02,0.01,0.01,0.52,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[530, 91, 145, 197]",0.02,0.01,0.02,0.01,0.72,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[542, 115, 146, 191]",0.01,0.01,0.0,0.53,0.19,0.0,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[248, 225, 56, 69]",0.02,0.0,0.01,0.65,0.1,0.0,0.22,"[18, 192, 49, 67]",0.1,0.0,0.07,0.22,0.1,0.03,0.49,"[270, 295, 83, 105]",0.24,0.0,0.05,0.25,0.25,0.1,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[495, 98, 145, 200]",0.01,0.0,0.0,0.47,0.28,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[553, 118, 146, 194]",0.02,0.0,0.0,0.04,0.12,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[815, 211, 17, 23]",0.14,0.01,0.04,0.09,0.39,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[537, 335, 39, 45]",0.13,0.0,0.32,0.03,0.19,0.02,0.32,"[637, 195, 104, 135]",0.26,0.0,0.15,0.03,0.28,0.19,0.09,"[56, 372, 34, 37]",0.23,0.0,0.29,0.01,0.45,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[474, 321, 50, 60]",0.38,0.01,0.18,0.01,0.29,0.05,0.08,"[585, 136, 161, 212]",0.23,0.0,0.1,0.01,0.53,0.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[504, 116, 146, 193]",0.01,0.0,0.01,0.0,0.85,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[500, 107, 146, 199]",0.01,0.0,0.01,0.0,0.07,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[503, 85, 146, 198]",0.04,0.01,0.0,0.03,0.77,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[844, 286, 26, 33]",0.2,0.0,0.04,0.43,0.15,0.01,0.17,"[1048, 319, 34, 41]",0.11,0.0,0.19,0.38,0.14,0.0,0.16,"[699, 293, 39, 50]",0.47,0.0,0.1,0.04,0.26,0.02,0.11,"[775, 289, 30, 38]",0.07,0.0,0.22,0.17,0.26,0.01,0.26,"[1101, 279, 21, 26]",0.03,0.0,0.01,0.02,0.84,0.0,0.1,"[1171, 324, 33, 37]",0.25,0.0,0.03,0.06,0.39,0.01,0.26,"[757, 273, 18, 21]",0.28,0.01,0.04,0.57,0.05,0.0,0.05,"[372, 368, 65, 82]",0.06,0.0,0.03,0.07,0.65,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[610, 289, 33, 39]",0.08,0.0,0.14,0.48,0.13,0.0,0.17,"[792, 357, 74, 95]",0.31,0.01,0.03,0.01,0.45,0.01,0.19,"[1102, 377, 90, 122]",0.19,0.0,0.05,0.51,0.16,0.01,0.08,"[982, 287, 30, 37]",0.29,0.0,0.08,0.13,0.39,0.02,0.09,"[930, 269, 25, 32]",0.12,0.0,0.19,0.02,0.6,0.01,0.05,"[219, 340, 31, 38]",0.09,0.0,0.13,0.0,0.68,0.0,0.1,"[742, 297, 25, 32]",0.05,0.0,0.09,0.19,0.28,0.2,0.18,"[733, 258, 32, 35]",0.14,0.01,0.13,0.07,0.49,0.0,0.16,"[413, 269, 25, 31]",0.38,0.0,0.03,0.09,0.35,0.0,0.14,"[172, 261, 21, 24]",0.02,0.0,0.1,0.29,0.37,0.05,0.16,,,,,,,,,,,,,,,,
74,"[606, 73, 141, 195]",0.19,0.0,0.02,0.0,0.52,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[558, 124, 142, 192]",0.07,0.03,0.0,0.33,0.45,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[590, 134, 141, 189]",0.06,0.01,0.01,0.1,0.12,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[635, 204, 16, 20]",0.39,0.0,0.04,0.03,0.38,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[561, 113, 146, 203]",0.01,0.0,0.0,0.05,0.02,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[580, 127, 148, 206]",0.04,0.0,0.0,0.07,0.3,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[619, 112, 145, 200]",0.02,0.0,0.0,0.45,0.42,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[535, 120, 141, 189]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[576, 108, 137, 191]",0.07,0.0,0.01,0.07,0.82,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[538, 108, 139, 188]",0.02,0.0,0.0,0.05,0.38,0.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[526, 109, 145, 197]",0.04,0.01,0.02,0.0,0.69,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[533, 111, 141, 187]",0.03,0.02,0.01,0.01,0.63,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[552, 117, 146, 198]",0.04,0.01,0.01,0.02,0.72,0.0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[533, 115, 145, 193]",0.05,0.02,0.01,0.01,0.61,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[579, 136, 141, 193]",0.04,0.03,0.01,0.02,0.61,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[553, 109, 147, 202]",0.04,0.0,0.01,0.01,0.58,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[544, 131, 153, 208]",0.04,0.0,0.0,0.04,0.3,0.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[519, 130, 142, 193]",0.01,0.0,0.0,0.0,0.07,0.0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
