,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
23,"[652, 76, 127, 168]",0.23,0.0,0.25,0.03,0.12,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[644, 75, 132, 173]",0.17,0.0,0.26,0.01,0.14,0.04,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[645, 79, 128, 168]",0.21,0.0,0.33,0.03,0.05,0.1,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[643, 76, 128, 168]",0.34,0.0,0.22,0.01,0.16,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[640, 74, 130, 170]",0.16,0.0,0.45,0.01,0.09,0.05,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[644, 82, 118, 164]",0.13,0.0,0.28,0.03,0.11,0.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[639, 77, 131, 175]",0.2,0.0,0.26,0.06,0.06,0.06,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[643, 78, 129, 171]",0.16,0.0,0.45,0.01,0.06,0.07,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[649, 76, 126, 172]",0.23,0.0,0.35,0.01,0.07,0.06,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[664, 79, 130, 169]",0.18,0.0,0.27,0.06,0.13,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[633, 75, 141, 185]",0.37,0.0,0.16,0.11,0.05,0.02,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[623, 68, 134, 178]",0.07,0.0,0.58,0.01,0.06,0.05,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[631, 73, 135, 177]",0.19,0.0,0.4,0.01,0.06,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[632, 70, 137, 178]",0.19,0.0,0.31,0.03,0.09,0.09,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[644, 89, 121, 156]",0.17,0.0,0.25,0.04,0.11,0.03,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[646, 81, 125, 169]",0.2,0.0,0.26,0.01,0.08,0.04,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[637, 73, 133, 173]",0.17,0.0,0.4,0.05,0.04,0.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[634, 83, 130, 174]",0.12,0.0,0.59,0.01,0.11,0.04,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[644, 80, 127, 174]",0.11,0.0,0.52,0.02,0.05,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[641, 92, 110, 146]",0.36,0.01,0.15,0.02,0.1,0.03,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[618, 74, 139, 176]",0.27,0.01,0.27,0.2,0.09,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[610, 71, 136, 170]",0.23,0.0,0.18,0.03,0.17,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[607, 69, 135, 172]",0.12,0.0,0.04,0.08,0.04,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[606, 78, 120, 164]",0.14,0.0,0.15,0.15,0.17,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[618, 65, 133, 179]",0.2,0.0,0.24,0.02,0.12,0.02,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[636, 74, 133, 174]",0.17,0.0,0.27,0.02,0.1,0.06,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[634, 75, 128, 164]",0.12,0.0,0.33,0.03,0.16,0.07,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[632, 73, 122, 167]",0.1,0.0,0.13,0.02,0.1,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[631, 72, 134, 173]",0.21,0.0,0.13,0.02,0.1,0.02,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[640, 69, 135, 179]",0.16,0.0,0.17,0.02,0.08,0.04,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[650, 68, 123, 177]",0.19,0.0,0.13,0.02,0.08,0.03,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[622, 67, 136, 182]",0.17,0.0,0.5,0.02,0.06,0.04,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[634, 68, 131, 173]",0.21,0.0,0.45,0.01,0.08,0.03,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[630, 71, 135, 177]",0.16,0.0,0.45,0.01,0.05,0.04,0.29,"[506, 651, 44, 49]",0.16,0.02,0.27,0.17,0.17,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[648, 69, 130, 184]",0.21,0.0,0.3,0.02,0.16,0.03,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[654, 72, 129, 171]",0.15,0.0,0.19,0.11,0.05,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[639, 69, 136, 183]",0.24,0.0,0.25,0.12,0.05,0.07,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[633, 69, 134, 177]",0.13,0.0,0.12,0.02,0.15,0.03,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[633, 74, 130, 171]",0.15,0.0,0.28,0.02,0.13,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[628, 71, 133, 175]",0.13,0.0,0.52,0.02,0.1,0.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[623, 72, 131, 178]",0.13,0.0,0.53,0.01,0.06,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[623, 72, 133, 182]",0.15,0.0,0.48,0.01,0.04,0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[624, 74, 137, 186]",0.12,0.0,0.44,0.01,0.1,0.03,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[635, 73, 131, 170]",0.2,0.0,0.21,0.04,0.13,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[638, 73, 129, 171]",0.19,0.0,0.33,0.01,0.12,0.02,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[635, 72, 132, 173]",0.17,0.0,0.35,0.02,0.1,0.05,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[617, 81, 121, 163]",0.18,0.0,0.45,0.02,0.11,0.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[623, 77, 126, 174]",0.22,0.0,0.47,0.03,0.05,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[613, 76, 132, 177]",0.1,0.0,0.62,0.01,0.07,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[614, 74, 137, 187]",0.06,0.0,0.77,0.01,0.06,0.02,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[622, 67, 135, 181]",0.24,0.0,0.39,0.02,0.09,0.02,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[629, 82, 128, 182]",0.09,0.0,0.35,0.02,0.1,0.05,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[633, 111, 130, 177]",0.13,0.0,0.27,0.01,0.11,0.03,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[615, 103, 158, 212]",0.17,0.0,0.65,0.0,0.05,0.05,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[606, 123, 137, 181]",0.09,0.0,0.61,0.01,0.08,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[895, 66, 155, 207]",0.06,0.0,0.28,0.01,0.41,0.07,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[899, 92, 163, 206]",0.18,0.01,0.17,0.02,0.43,0.02,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[663, 85, 122, 166]",0.31,0.0,0.28,0.06,0.06,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[655, 85, 127, 169]",0.24,0.0,0.31,0.03,0.06,0.1,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[651, 87, 132, 174]",0.24,0.0,0.23,0.03,0.05,0.07,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[662, 72, 129, 178]",0.1,0.0,0.14,0.03,0.17,0.04,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[660, 78, 124, 172]",0.16,0.0,0.07,0.06,0.11,0.07,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[666, 81, 125, 169]",0.11,0.0,0.17,0.04,0.05,0.03,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[664, 75, 127, 171]",0.14,0.0,0.13,0.06,0.14,0.03,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[665, 77, 121, 171]",0.2,0.0,0.24,0.05,0.12,0.08,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[661, 89, 119, 162]",0.2,0.0,0.33,0.02,0.09,0.02,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[660, 77, 130, 168]",0.24,0.0,0.11,0.01,0.1,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[660, 80, 128, 169]",0.11,0.0,0.14,0.04,0.13,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[660, 78, 123, 164]",0.14,0.0,0.05,0.03,0.14,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[659, 80, 121, 164]",0.19,0.0,0.15,0.06,0.1,0.04,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[662, 81, 122, 167]",0.19,0.0,0.18,0.07,0.05,0.13,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[661, 79, 128, 170]",0.13,0.0,0.28,0.05,0.06,0.03,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[643, 80, 128, 166]",0.14,0.0,0.21,0.05,0.13,0.09,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[643, 81, 126, 173]",0.3,0.0,0.24,0.02,0.09,0.04,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[648, 83, 128, 168]",0.18,0.0,0.15,0.03,0.08,0.05,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[659, 84, 129, 178]",0.28,0.0,0.19,0.08,0.07,0.05,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[641, 68, 138, 185]",0.24,0.0,0.25,0.07,0.15,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[613, 74, 138, 178]",0.24,0.0,0.31,0.08,0.07,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[588, 81, 138, 171]",0.23,0.0,0.68,0.01,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[574, 71, 141, 177]",0.19,0.0,0.74,0.0,0.02,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[558, 79, 140, 170]",0.19,0.0,0.63,0.0,0.02,0.14,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[565, 80, 143, 178]",0.13,0.0,0.81,0.0,0.01,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[604, 77, 137, 166]",0.1,0.0,0.18,0.37,0.07,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[631, 69, 137, 173]",0.12,0.0,0.06,0.44,0.06,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[666, 80, 120, 171]",0.1,0.0,0.13,0.05,0.11,0.02,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[670, 82, 125, 170]",0.13,0.0,0.21,0.09,0.06,0.02,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[661, 85, 112, 151]",0.12,0.0,0.09,0.03,0.09,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[659, 86, 123, 164]",0.15,0.0,0.32,0.06,0.06,0.03,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[660, 86, 123, 167]",0.18,0.0,0.33,0.04,0.06,0.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[658, 79, 128, 165]",0.27,0.0,0.08,0.06,0.08,0.02,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[646, 87, 129, 168]",0.21,0.0,0.28,0.06,0.06,0.11,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[654, 83, 133, 173]",0.2,0.0,0.29,0.09,0.13,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[654, 84, 137, 176]",0.14,0.0,0.55,0.05,0.11,0.05,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[681, 94, 114, 154]",0.13,0.0,0.21,0.03,0.14,0.08,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[673, 91, 117, 160]",0.16,0.0,0.27,0.08,0.08,0.06,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[659, 82, 124, 165]",0.22,0.0,0.28,0.07,0.15,0.05,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[662, 88, 123, 163]",0.22,0.0,0.22,0.09,0.08,0.06,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[672, 90, 122, 168]",0.33,0.0,0.39,0.01,0.06,0.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[659, 89, 120, 158]",0.28,0.0,0.24,0.06,0.12,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[639, 86, 129, 167]",0.26,0.0,0.26,0.01,0.07,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[640, 80, 130, 172]",0.23,0.0,0.2,0.03,0.12,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[640, 87, 134, 167]",0.17,0.0,0.29,0.02,0.06,0.06,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[649, 86, 128, 166]",0.16,0.0,0.3,0.06,0.04,0.08,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[644, 87, 131, 165]",0.2,0.0,0.28,0.03,0.12,0.04,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[650, 80, 131, 172]",0.23,0.0,0.11,0.02,0.12,0.05,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[655, 86, 125, 162]",0.2,0.0,0.46,0.02,0.1,0.04,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[650, 89, 128, 160]",0.2,0.0,0.26,0.11,0.1,0.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[651, 84, 128, 164]",0.14,0.0,0.33,0.03,0.11,0.11,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[650, 83, 126, 169]",0.22,0.0,0.29,0.02,0.1,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[658, 83, 122, 166]",0.14,0.0,0.25,0.11,0.08,0.04,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[646, 87, 128, 168]",0.18,0.0,0.54,0.03,0.05,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[651, 80, 133, 169]",0.2,0.0,0.35,0.05,0.1,0.1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[660, 85, 123, 162]",0.2,0.0,0.41,0.05,0.07,0.08,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[653, 87, 127, 162]",0.24,0.0,0.47,0.03,0.07,0.03,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[646, 83, 129, 170]",0.14,0.0,0.42,0.01,0.15,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[645, 82, 135, 173]",0.13,0.0,0.42,0.04,0.06,0.2,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[645, 82, 140, 185]",0.1,0.0,0.37,0.06,0.02,0.39,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[663, 90, 122, 161]",0.3,0.0,0.34,0.08,0.07,0.03,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[663, 89, 125, 163]",0.22,0.0,0.42,0.08,0.06,0.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[661, 86, 125, 171]",0.32,0.0,0.28,0.04,0.06,0.04,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[663, 85, 122, 159]",0.15,0.0,0.24,0.1,0.1,0.02,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[661, 82, 125, 165]",0.23,0.0,0.24,0.09,0.13,0.04,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[649, 83, 132, 174]",0.19,0.0,0.38,0.02,0.04,0.19,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[661, 78, 126, 174]",0.34,0.0,0.33,0.02,0.07,0.03,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[656, 77, 128, 171]",0.12,0.0,0.42,0.04,0.1,0.09,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[656, 79, 127, 177]",0.2,0.0,0.48,0.02,0.07,0.04,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[663, 82, 123, 164]",0.23,0.0,0.29,0.07,0.09,0.05,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[661, 77, 124, 167]",0.11,0.0,0.29,0.12,0.06,0.11,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[662, 79, 125, 174]",0.28,0.0,0.26,0.06,0.06,0.14,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[666, 70, 129, 184]",0.26,0.0,0.19,0.11,0.06,0.15,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[668, 74, 126, 182]",0.15,0.0,0.15,0.02,0.11,0.16,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[118, 122, 56, 80]",0.3,0.01,0.05,0.28,0.27,0.04,0.04,"[132, 302, 143, 202]",0.09,0.01,0.12,0.21,0.08,0.07,0.42,"[573, 187, 56, 85]",0.29,0.0,0.11,0.05,0.34,0.03,0.17,"[275, 203, 80, 101]",0.27,0.0,0.12,0.11,0.4,0.01,0.08,"[437, 257, 160, 198]",0.31,0.0,0.03,0.29,0.11,0.01,0.25,,,,,,,,
155,"[117, 122, 57, 82]",0.34,0.01,0.05,0.19,0.34,0.04,0.03,"[574, 190, 55, 83]",0.21,0.0,0.12,0.06,0.41,0.02,0.18,"[122, 308, 146, 196]",0.15,0.0,0.19,0.12,0.22,0.01,0.3,"[1162, 288, 69, 84]",0.27,0.02,0.05,0.52,0.09,0.03,0.02,"[277, 204, 78, 98]",0.15,0.0,0.09,0.14,0.52,0.01,0.09,"[708, 275, 108, 140]",0.14,0.0,0.28,0.16,0.24,0.05,0.13
