,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9
13,"[1090, 458, 47, 55]",0.32,0.01,0.29,0.0,0.15,0.17,0.06,"[552, 119, 146, 201]",0.21,0.0,0.5,0.01,0.24,0.0,0.05,"[195, 588, 50, 58]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[1096, 474, 44, 55]",0.18,0.0,0.03,0.0,0.67,0.0,0.11,"[609, 162, 157, 197]",0.11,0.0,0.06,0.0,0.81,0.0,0.02,"[194, 588, 50, 58]",0.0,0.0,0.0,0.97,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[1094, 462, 46, 57]",0.06,0.01,0.11,0.01,0.35,0.0,0.46,"[545, 123, 145, 195]",0.05,0.0,0.38,0.01,0.2,0.0,0.36,"[195, 588, 49, 58]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[1093, 461, 47, 56]",0.17,0.0,0.04,0.08,0.2,0.0,0.5,"[540, 128, 153, 203]",0.07,0.0,0.15,0.0,0.62,0.02,0.13,"[196, 588, 49, 58]",0.01,0.0,0.0,0.92,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[1091, 464, 47, 59]",0.51,0.01,0.14,0.0,0.29,0.01,0.03,"[194, 587, 50, 59]",0.0,0.0,0.0,0.95,0.0,0.0,0.03,"[602, 163, 153, 190]",0.04,0.0,0.07,0.0,0.88,0.0,0.0,"[993, 545, 43, 60]",0.08,0.01,0.02,0.04,0.71,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[548, 126, 154, 208]",0.22,0.0,0.04,0.67,0.05,0.0,0.01,"[194, 587, 51, 59]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,"[1102, 467, 46, 59]",0.27,0.0,0.09,0.0,0.6,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[1097, 473, 45, 57]",0.15,0.0,0.01,0.0,0.22,0.0,0.62,"[194, 587, 50, 58]",0.0,0.0,0.0,0.88,0.01,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[1088, 462, 48, 59]",0.2,0.02,0.08,0.01,0.37,0.02,0.3,"[194, 587, 51, 59]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[1050, 163, 34, 44]",0.27,0.0,0.09,0.09,0.13,0.02,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[1092, 459, 46, 57]",0.65,0.0,0.07,0.0,0.25,0.0,0.03,"[195, 588, 49, 57]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,"[465, 169, 157, 197]",0.07,0.02,0.09,0.0,0.81,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[1093, 465, 47, 59]",0.33,0.0,0.02,0.01,0.31,0.01,0.32,"[193, 587, 50, 59]",0.01,0.0,0.0,0.88,0.01,0.0,0.1,"[422, 151, 155, 191]",0.03,0.0,0.02,0.0,0.94,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[1100, 462, 45, 57]",0.38,0.0,0.05,0.01,0.37,0.0,0.19,"[194, 587, 50, 59]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,"[443, 172, 163, 200]",0.11,0.01,0.04,0.0,0.83,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[1097, 460, 45, 55]",0.36,0.0,0.09,0.0,0.45,0.0,0.1,"[483, 112, 150, 196]",0.07,0.0,0.06,0.0,0.34,0.0,0.53,"[195, 588, 49, 57]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[1095, 462, 48, 61]",0.39,0.0,0.1,0.0,0.21,0.03,0.27,"[459, 144, 156, 195]",0.05,0.0,0.02,0.0,0.92,0.0,0.01,"[194, 587, 50, 59]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,"[995, 559, 40, 55]",0.06,0.0,0.0,0.82,0.09,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[1098, 461, 46, 56]",0.27,0.0,0.17,0.0,0.34,0.03,0.19,"[195, 587, 50, 59]",0.0,0.0,0.0,0.91,0.02,0.0,0.06,"[472, 170, 148, 184]",0.05,0.0,0.07,0.0,0.88,0.0,0.0,"[996, 561, 37, 51]",0.12,0.0,0.01,0.38,0.33,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[1098, 464, 47, 58]",0.42,0.03,0.12,0.0,0.3,0.06,0.06,"[194, 589, 48, 57]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[489, 163, 154, 190]",0.03,0.0,0.03,0.0,0.94,0.0,0.0,"[990, 559, 40, 55]",0.16,0.0,0.0,0.5,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[1097, 463, 46, 60]",0.31,0.01,0.06,0.01,0.21,0.03,0.37,"[523, 129, 152, 200]",0.04,0.0,0.08,0.0,0.46,0.0,0.42,"[194, 589, 48, 56]",0.01,0.0,0.0,0.92,0.01,0.0,0.06,"[994, 557, 41, 55]",0.23,0.0,0.02,0.18,0.43,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[1099, 463, 45, 55]",0.1,0.0,0.03,0.07,0.47,0.0,0.32,"[522, 186, 154, 189]",0.04,0.0,0.05,0.0,0.89,0.0,0.01,"[194, 589, 48, 56]",0.01,0.0,0.0,0.92,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[1100, 464, 48, 62]",0.14,0.0,0.05,0.03,0.31,0.03,0.44,"[504, 123, 156, 208]",0.08,0.0,0.3,0.02,0.39,0.0,0.21,"[195, 588, 49, 58]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[1096, 464, 47, 58]",0.13,0.0,0.04,0.01,0.48,0.0,0.33,"[499, 152, 153, 194]",0.11,0.0,0.1,0.0,0.78,0.0,0.0,"[195, 589, 49, 57]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[1095, 467, 46, 57]",0.14,0.0,0.06,0.0,0.37,0.01,0.43,"[520, 151, 160, 196]",0.12,0.0,0.07,0.0,0.8,0.0,0.02,"[196, 588, 49, 57]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[1093, 461, 46, 58]",0.18,0.01,0.15,0.0,0.38,0.05,0.23,"[535, 95, 153, 201]",0.09,0.0,0.13,0.13,0.61,0.0,0.04,"[195, 588, 49, 58]",0.0,0.0,0.0,0.94,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[1098, 458, 46, 58]",0.2,0.0,0.04,0.0,0.3,0.0,0.45,"[993, 561, 36, 48]",0.26,0.0,0.02,0.05,0.63,0.0,0.03,"[509, 143, 152, 190]",0.03,0.0,0.17,0.0,0.79,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[1097, 466, 46, 59]",0.34,0.01,0.02,0.0,0.29,0.01,0.33,"[510, 114, 149, 194]",0.07,0.0,0.32,0.0,0.59,0.0,0.02,"[195, 588, 49, 58]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,"[994, 562, 38, 51]",0.17,0.0,0.0,0.67,0.12,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[1094, 460, 46, 56]",0.14,0.0,0.11,0.0,0.34,0.03,0.38,"[531, 171, 155, 195]",0.03,0.0,0.04,0.0,0.9,0.0,0.02,"[196, 588, 48, 57]",0.0,0.0,0.0,0.94,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[1091, 467, 46, 56]",0.39,0.0,0.16,0.0,0.24,0.06,0.14,"[519, 118, 156, 202]",0.02,0.0,0.08,0.0,0.88,0.0,0.02,"[195, 588, 49, 58]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[1093, 467, 46, 59]",0.38,0.0,0.08,0.01,0.29,0.02,0.23,"[535, 168, 155, 197]",0.09,0.0,0.08,0.0,0.82,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[1094, 473, 47, 56]",0.38,0.0,0.02,0.0,0.31,0.0,0.28,"[522, 124, 155, 204]",0.09,0.0,0.06,0.01,0.8,0.0,0.04,"[195, 588, 50, 58]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[1096, 466, 45, 58]",0.25,0.01,0.12,0.0,0.34,0.01,0.28,"[526, 164, 162, 201]",0.03,0.0,0.08,0.0,0.89,0.0,0.0,"[194, 588, 50, 59]",0.01,0.0,0.0,0.94,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[1102, 473, 46, 58]",0.32,0.0,0.03,0.0,0.59,0.0,0.06,"[558, 119, 157, 202]",0.14,0.0,0.06,0.01,0.21,0.0,0.58,"[195, 587, 50, 58]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[1092, 444, 48, 61]",0.26,0.0,0.0,0.0,0.1,0.02,0.62,"[462, 129, 155, 196]",0.08,0.0,0.13,0.0,0.71,0.0,0.08,"[194, 587, 51, 59]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[1101, 447, 47, 58]",0.38,0.0,0.21,0.01,0.19,0.03,0.18,"[473, 159, 155, 198]",0.05,0.0,0.08,0.0,0.87,0.0,0.01,"[195, 587, 51, 59]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[1102, 455, 47, 57]",0.18,0.0,0.13,0.0,0.54,0.0,0.14,"[194, 587, 50, 59]",0.0,0.0,0.0,0.92,0.01,0.0,0.06,"[473, 134, 153, 205]",0.02,0.0,0.03,0.04,0.4,0.0,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[1095, 459, 46, 58]",0.32,0.0,0.08,0.01,0.23,0.02,0.34,"[465, 149, 160, 200]",0.05,0.0,0.01,0.01,0.19,0.0,0.74,"[196, 588, 49, 58]",0.01,0.0,0.0,0.91,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[1098, 465, 47, 57]",0.19,0.0,0.04,0.0,0.32,0.0,0.44,"[194, 589, 50, 56]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[1101, 469, 45, 58]",0.26,0.0,0.21,0.0,0.41,0.02,0.1,"[489, 127, 149, 196]",0.07,0.0,0.07,0.52,0.25,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[1101, 458, 45, 56]",0.24,0.0,0.24,0.02,0.32,0.01,0.18,"[194, 588, 48, 56]",0.0,0.0,0.0,0.95,0.0,0.0,0.05,"[493, 164, 158, 193]",0.09,0.01,0.01,0.0,0.86,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[1099, 457, 45, 58]",0.1,0.0,0.23,0.06,0.51,0.02,0.08,"[516, 114, 149, 206]",0.31,0.0,0.38,0.0,0.28,0.0,0.04,"[193, 587, 50, 59]",0.01,0.0,0.0,0.83,0.01,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[1102, 462, 50, 63]",0.35,0.0,0.09,0.07,0.2,0.05,0.24,"[594, 232, 98, 129]",0.42,0.0,0.03,0.0,0.4,0.0,0.14,"[202, 235, 108, 130]",0.32,0.0,0.06,0.0,0.28,0.0,0.34,"[732, 262, 82, 103]",0.07,0.0,0.05,0.26,0.09,0.0,0.53,"[537, 15, 92, 116]",0.41,0.0,0.04,0.19,0.18,0.02,0.16,"[131, 0, 100, 92]",0.44,0.01,0.07,0.02,0.18,0.0,0.28,"[939, 261, 100, 132]",0.14,0.02,0.33,0.0,0.43,0.0,0.08,"[244, 74, 105, 129]",0.11,0.0,0.06,0.0,0.3,0.0,0.53,"[195, 587, 51, 60]",0.01,0.0,0.0,0.91,0.02,0.0,0.06,"[998, 550, 47, 63]",0.27,0.0,0.03,0.05,0.56,0.0,0.09
51,"[598, 230, 95, 124]",0.39,0.0,0.03,0.0,0.5,0.0,0.08,"[938, 254, 101, 134]",0.13,0.0,0.19,0.0,0.37,0.01,0.29,"[742, 256, 84, 106]",0.14,0.0,0.03,0.34,0.11,0.01,0.37,"[194, 237, 107, 130]",0.44,0.0,0.04,0.0,0.14,0.0,0.38,"[196, 587, 48, 58]",0.0,0.0,0.0,0.92,0.01,0.0,0.07,"[1100, 460, 52, 70]",0.04,0.01,0.16,0.06,0.58,0.0,0.15,"[803, 28, 83, 111]",0.09,0.0,0.03,0.12,0.38,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,
52,"[1135, 477, 46, 57]",0.49,0.0,0.03,0.18,0.16,0.01,0.14,"[939, 255, 103, 136]",0.1,0.0,0.33,0.0,0.42,0.02,0.14,"[766, 271, 78, 98]",0.13,0.0,0.08,0.1,0.37,0.0,0.31,"[601, 223, 97, 128]",0.27,0.0,0.02,0.0,0.25,0.0,0.45,"[195, 587, 50, 57]",0.0,0.0,0.0,0.93,0.01,0.0,0.06,"[537, 0, 94, 100]",0.23,0.0,0.05,0.04,0.58,0.01,0.08,"[258, 71, 105, 131]",0.19,0.0,0.05,0.0,0.36,0.0,0.4,"[178, 251, 98, 124]",0.04,0.0,0.01,0.89,0.03,0.0,0.03,,,,,,,,,,,,,,,,
53,"[1123, 462, 46, 58]",0.17,0.01,0.04,0.02,0.48,0.0,0.29,"[539, 197, 152, 188]",0.03,0.0,0.03,0.0,0.93,0.0,0.0,"[195, 588, 48, 57]",0.0,0.0,0.0,0.91,0.01,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[1124, 458, 47, 57]",0.19,0.0,0.23,0.0,0.3,0.02,0.27,"[522, 181, 156, 192]",0.05,0.0,0.13,0.0,0.81,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[1091, 462, 46, 60]",0.35,0.0,0.14,0.01,0.27,0.02,0.21,"[496, 166, 159, 196]",0.06,0.0,0.12,0.0,0.81,0.0,0.01,"[193, 587, 52, 60]",0.01,0.0,0.0,0.92,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[1079, 462, 50, 62]",0.21,0.0,0.1,0.0,0.45,0.01,0.23,"[194, 587, 50, 60]",0.01,0.0,0.0,0.95,0.01,0.0,0.03,"[488, 153, 159, 200]",0.02,0.0,0.06,0.0,0.92,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[1088, 461, 43, 58]",0.19,0.0,0.07,0.0,0.61,0.0,0.12,"[196, 588, 48, 57]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,"[482, 139, 162, 208]",0.05,0.0,0.02,0.0,0.41,0.0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[1088, 457, 46, 58]",0.54,0.0,0.19,0.0,0.24,0.0,0.02,"[196, 587, 49, 58]",0.0,0.0,0.0,0.88,0.01,0.0,0.1,"[507, 119, 157, 210]",0.02,0.0,0.02,0.0,0.15,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[1094, 466, 46, 59]",0.2,0.0,0.08,0.0,0.42,0.02,0.26,"[195, 588, 50, 58]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,"[509, 127, 155, 213]",0.02,0.0,0.05,0.01,0.77,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[1101, 467, 45, 58]",0.14,0.0,0.15,0.01,0.39,0.01,0.3,"[530, 177, 152, 184]",0.05,0.0,0.01,0.0,0.93,0.0,0.0,"[195, 587, 50, 59]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[1096, 459, 47, 58]",0.28,0.01,0.17,0.0,0.37,0.02,0.16,"[518, 138, 147, 186]",0.02,0.0,0.02,0.01,0.17,0.0,0.78,"[193, 587, 51, 60]",0.0,0.0,0.0,0.95,0.01,0.0,0.04,"[997, 560, 42, 53]",0.13,0.0,0.01,0.52,0.17,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[1096, 462, 46, 57]",0.18,0.0,0.14,0.0,0.35,0.0,0.32,"[504, 158, 157, 194]",0.06,0.0,0.03,0.0,0.85,0.0,0.06,"[194, 587, 51, 60]",0.01,0.0,0.0,0.94,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[1094, 460, 47, 58]",0.14,0.0,0.04,0.0,0.34,0.0,0.47,"[498, 126, 160, 205]",0.03,0.0,0.02,0.02,0.59,0.0,0.34,"[195, 587, 50, 58]",0.0,0.0,0.0,0.91,0.01,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[1096, 458, 47, 57]",0.29,0.0,0.09,0.0,0.26,0.0,0.36,"[195, 588, 49, 58]",0.0,0.0,0.0,0.93,0.01,0.0,0.05,"[519, 179, 153, 190]",0.02,0.0,0.06,0.0,0.91,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[1103, 460, 44, 57]",0.26,0.0,0.11,0.04,0.25,0.0,0.33,"[195, 587, 50, 60]",0.0,0.0,0.0,0.95,0.01,0.0,0.03,"[508, 165, 157, 191]",0.04,0.0,0.02,0.0,0.93,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[1097, 459, 47, 59]",0.25,0.01,0.28,0.0,0.22,0.06,0.18,"[196, 588, 49, 57]",0.0,0.0,0.0,0.96,0.0,0.0,0.03,"[505, 173, 158, 192]",0.03,0.01,0.02,0.0,0.94,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[1097, 465, 45, 58]",0.29,0.01,0.26,0.0,0.37,0.01,0.07,"[551, 172, 163, 198]",0.02,0.0,0.05,0.0,0.91,0.0,0.02,"[195, 587, 50, 59]",0.0,0.0,0.0,0.96,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
