,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7
209,"[283, 108, 126, 175]",0.06,0.0,0.02,0.43,0.07,0.03,0.39,"[975, 566, 131, 171]",0.3,0.0,0.03,0.13,0.18,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[270, 119, 125, 172]",0.04,0.0,0.05,0.33,0.12,0.02,0.45,"[988, 571, 124, 158]",0.08,0.0,0.01,0.07,0.09,0.02,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[268, 116, 123, 173]",0.04,0.0,0.04,0.37,0.08,0.01,0.47,"[990, 571, 120, 156]",0.1,0.0,0.01,0.14,0.16,0.0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[268, 112, 127, 180]",0.26,0.0,0.05,0.2,0.18,0.01,0.29,"[992, 574, 121, 160]",0.12,0.0,0.03,0.02,0.18,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[933, 178, 35, 49]",0.08,0.0,0.04,0.56,0.1,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[933, 177, 36, 50]",0.11,0.0,0.05,0.1,0.2,0.0,0.53,"[697, 256, 27, 39]",0.34,0.0,0.11,0.11,0.26,0.01,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[280, 96, 123, 170]",0.19,0.0,0.01,0.05,0.2,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[285, 100, 122, 174]",0.22,0.0,0.11,0.22,0.09,0.07,0.28,"[995, 580, 120, 160]",0.29,0.0,0.08,0.07,0.17,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[270, 100, 126, 169]",0.35,0.0,0.06,0.21,0.22,0.01,0.14,"[953, 550, 154, 197]",0.09,0.0,0.01,0.12,0.18,0.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[299, 95, 129, 188]",0.78,0.0,0.1,0.0,0.08,0.03,0.01,"[993, 585, 116, 149]",0.23,0.0,0.03,0.03,0.25,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,"[289, 87, 134, 194]",0.3,0.0,0.1,0.15,0.2,0.02,0.22,"[988, 578, 120, 154]",0.35,0.0,0.04,0.05,0.24,0.01,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,"[294, 99, 125, 175]",0.29,0.0,0.15,0.02,0.31,0.04,0.19,"[989, 579, 120, 155]",0.22,0.0,0.03,0.04,0.23,0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,"[287, 96, 132, 181]",0.31,0.0,0.14,0.17,0.16,0.1,0.12,"[1017, 604, 100, 126]",0.1,0.0,0.02,0.01,0.48,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"[296, 101, 123, 168]",0.14,0.0,0.05,0.25,0.2,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,"[285, 97, 132, 188]",0.38,0.0,0.1,0.04,0.25,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,"[304, 99, 126, 185]",0.31,0.0,0.15,0.17,0.23,0.09,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,"[303, 97, 122, 171]",0.39,0.0,0.07,0.07,0.34,0.01,0.12,"[1052, 626, 75, 99]",0.25,0.0,0.06,0.01,0.49,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,"[304, 81, 123, 178]",0.49,0.0,0.06,0.26,0.14,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,"[308, 87, 125, 177]",0.31,0.0,0.04,0.2,0.32,0.0,0.14,"[976, 571, 142, 169]",0.09,0.0,0.06,0.02,0.27,0.01,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,"[389, 118, 126, 181]",0.01,0.0,0.01,0.9,0.04,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,"[925, 183, 39, 55]",0.79,0.0,0.04,0.02,0.1,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"[16, 356, 12, 15]",0.14,0.0,0.04,0.58,0.09,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,"[328, 273, 20, 26]",0.26,0.0,0.04,0.07,0.12,0.04,0.47,"[19, 356, 13, 15]",0.03,0.0,0.01,0.86,0.02,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,"[331, 280, 16, 23]",0.33,0.0,0.13,0.11,0.17,0.08,0.18,"[9, 354, 13, 15]",0.04,0.0,0.0,0.85,0.04,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
