,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16
115,"[569, 318, 16, 21]",0.17,0.0,0.04,0.07,0.63,0.01,0.08,"[990, 338, 21, 26]",0.35,0.0,0.07,0.01,0.47,0.0,0.09,"[678, 309, 12, 15]",0.16,0.0,0.11,0.06,0.56,0.0,0.1,"[1232, 355, 36, 44]",0.51,0.11,0.02,0.01,0.3,0.0,0.04,"[423, 293, 16, 19]",0.62,0.01,0.07,0.13,0.08,0.01,0.08,"[1072, 358, 24, 37]",0.26,0.0,0.12,0.03,0.53,0.0,0.05,"[479, 308, 13, 18]",0.22,0.0,0.36,0.15,0.22,0.0,0.03,"[318, 348, 65, 73]",0.18,0.0,0.03,0.28,0.26,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[843, 351, 26, 39]",0.25,0.0,0.09,0.11,0.18,0.03,0.35,"[569, 321, 15, 20]",0.33,0.0,0.08,0.12,0.38,0.0,0.09,"[1115, 353, 28, 39]",0.68,0.0,0.05,0.05,0.17,0.01,0.05,"[628, 306, 11, 13]",0.04,0.0,0.66,0.01,0.28,0.0,0.01,"[1075, 339, 22, 29]",0.45,0.0,0.08,0.09,0.2,0.0,0.18,"[995, 337, 19, 24]",0.43,0.0,0.08,0.01,0.44,0.0,0.03,"[765, 45, 15, 17]",0.06,0.0,0.07,0.19,0.59,0.0,0.08,"[551, 310, 11, 14]",0.28,0.01,0.05,0.05,0.55,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[1125, 354, 31, 40]",0.52,0.0,0.01,0.02,0.07,0.01,0.38,"[567, 317, 20, 24]",0.29,0.0,0.06,0.26,0.33,0.01,0.06,"[425, 292, 15, 19]",0.14,0.0,0.05,0.61,0.11,0.01,0.07,"[765, 45, 15, 17]",0.04,0.0,0.04,0.22,0.63,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[1118, 355, 29, 38]",0.31,0.0,0.02,0.02,0.48,0.0,0.17,"[548, 310, 11, 14]",0.31,0.0,0.09,0.06,0.5,0.01,0.02,"[424, 292, 15, 19]",0.13,0.0,0.17,0.45,0.13,0.01,0.11,"[765, 45, 15, 17]",0.04,0.0,0.04,0.22,0.63,0.0,0.06,"[400, 292, 12, 16]",0.12,0.0,0.1,0.04,0.65,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[517, 137, 126, 161]",0.21,0.01,0.0,0.74,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[549, 100, 121, 147]",0.83,0.08,0.01,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[539, 92, 125, 151]",0.67,0.01,0.01,0.0,0.23,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[99, 303, 31, 36]",0.18,0.0,0.22,0.03,0.4,0.04,0.12,"[1148, 300, 28, 38]",0.17,0.0,0.15,0.24,0.3,0.01,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[1155, 291, 29, 38]",0.85,0.0,0.01,0.05,0.06,0.0,0.03,"[68, 615, 21, 23]",0.04,0.0,0.11,0.1,0.55,0.08,0.11,"[565, 178, 38, 47]",0.23,0.0,0.04,0.03,0.33,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[100, 300, 30, 37]",0.13,0.0,0.36,0.01,0.39,0.06,0.05,"[555, 182, 38, 47]",0.52,0.2,0.03,0.14,0.07,0.0,0.04,"[1150, 298, 29, 36]",0.84,0.0,0.05,0.01,0.07,0.0,0.02,"[67, 614, 22, 24]",0.04,0.0,0.11,0.15,0.46,0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[649, 96, 135, 167]",0.97,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[586, 102, 130, 164]",0.98,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[540, 105, 117, 150]",0.91,0.04,0.02,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[544, 93, 123, 155]",0.7,0.02,0.04,0.17,0.06,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[541, 106, 118, 151]",0.92,0.02,0.03,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[590, 101, 128, 156]",0.91,0.03,0.01,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[619, 99, 129, 161]",0.63,0.03,0.1,0.0,0.16,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[512, 98, 122, 146]",0.84,0.05,0.04,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[474, 122, 121, 145]",0.9,0.0,0.03,0.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[147, 234, 20, 25]",0.4,0.0,0.02,0.24,0.21,0.01,0.12,"[892, 238, 24, 32]",0.62,0.0,0.14,0.0,0.21,0.0,0.02,"[1197, 259, 25, 29]",0.31,0.0,0.02,0.51,0.06,0.0,0.1,"[87, 232, 17, 23]",0.06,0.0,0.06,0.0,0.81,0.0,0.07,"[991, 251, 18, 24]",0.47,0.0,0.02,0.3,0.13,0.0,0.07,"[1104, 239, 24, 29]",0.14,0.0,0.04,0.1,0.47,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[890, 238, 23, 31]",0.4,0.0,0.03,0.05,0.41,0.0,0.11,"[1194, 259, 21, 26]",0.8,0.0,0.02,0.01,0.11,0.0,0.05,"[991, 252, 19, 23]",0.3,0.0,0.01,0.51,0.14,0.0,0.04,"[147, 234, 19, 25]",0.11,0.0,0.01,0.58,0.24,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[887, 237, 22, 31]",0.76,0.0,0.01,0.06,0.09,0.0,0.08,"[147, 234, 18, 25]",0.26,0.0,0.01,0.31,0.36,0.0,0.06,"[83, 236, 19, 24]",0.37,0.0,0.04,0.09,0.39,0.01,0.1,"[1197, 257, 26, 32]",0.18,0.0,0.03,0.47,0.1,0.0,0.22,"[992, 252, 21, 24]",0.2,0.0,0.0,0.66,0.08,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[148, 233, 21, 25]",0.23,0.0,0.01,0.02,0.38,0.0,0.37,"[74, 230, 19, 24]",0.12,0.0,0.02,0.07,0.64,0.0,0.15,"[886, 235, 23, 34]",0.79,0.0,0.02,0.02,0.13,0.0,0.04,"[360, 151, 25, 32]",0.72,0.0,0.0,0.03,0.19,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[615, 86, 120, 154]",0.78,0.07,0.07,0.01,0.02,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[520, 83, 129, 162]",0.92,0.02,0.02,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[586, 77, 124, 155]",0.92,0.02,0.03,0.0,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[492, 149, 127, 155]",0.53,0.01,0.08,0.0,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[479, 89, 121, 147]",0.95,0.01,0.02,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[585, 79, 132, 173]",0.83,0.03,0.01,0.07,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[476, 107, 117, 149]",0.97,0.0,0.0,0.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[636, 86, 124, 150]",0.64,0.04,0.05,0.07,0.14,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[672, 102, 121, 148]",0.54,0.06,0.1,0.03,0.22,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[687, 93, 124, 149]",0.61,0.01,0.1,0.01,0.16,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[556, 85, 126, 159]",0.63,0.3,0.01,0.01,0.03,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[490, 120, 126, 164]",0.86,0.0,0.02,0.07,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[533, 95, 124, 147]",0.54,0.07,0.09,0.0,0.22,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"[533, 110, 132, 159]",0.85,0.0,0.08,0.0,0.05,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,"[712, 138, 108, 135]",0.58,0.17,0.05,0.02,0.13,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,"[282, 269, 20, 26]",0.79,0.0,0.01,0.03,0.1,0.0,0.06,"[93, 267, 20, 25]",0.05,0.0,0.02,0.23,0.13,0.01,0.56,"[183, 268, 21, 25]",0.76,0.0,0.01,0.04,0.08,0.0,0.11,"[1065, 264, 22, 30]",0.84,0.0,0.03,0.03,0.08,0.0,0.02,"[1162, 277, 20, 24]",0.03,0.0,0.0,0.89,0.03,0.0,0.05,"[1244, 256, 25, 30]",0.1,0.0,0.03,0.08,0.39,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,"[1067, 264, 22, 30]",0.71,0.0,0.02,0.03,0.22,0.0,0.02,"[282, 269, 20, 26]",0.84,0.0,0.01,0.01,0.11,0.0,0.03,"[95, 265, 19, 25]",0.12,0.0,0.01,0.49,0.21,0.0,0.17,"[181, 267, 20, 25]",0.79,0.0,0.01,0.01,0.11,0.0,0.08,"[959, 269, 24, 29]",0.14,0.0,0.23,0.07,0.5,0.01,0.05,"[1243, 258, 26, 30]",0.09,0.0,0.06,0.08,0.44,0.0,0.33,"[1163, 277, 20, 24]",0.04,0.0,0.0,0.77,0.1,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,"[1068, 263, 23, 31]",0.58,0.0,0.02,0.05,0.09,0.0,0.25,"[279, 269, 21, 27]",0.67,0.0,0.01,0.03,0.19,0.0,0.09,"[90, 270, 21, 25]",0.26,0.0,0.16,0.06,0.33,0.01,0.17,"[1243, 258, 26, 30]",0.1,0.0,0.03,0.03,0.36,0.0,0.48,"[182, 266, 21, 27]",0.72,0.0,0.01,0.01,0.17,0.0,0.09,"[1165, 276, 21, 25]",0.18,0.0,0.0,0.54,0.12,0.0,0.16,"[640, 173, 25, 33]",0.23,0.03,0.02,0.33,0.24,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,"[1067, 263, 22, 31]",0.46,0.0,0.03,0.02,0.32,0.0,0.17,"[279, 270, 20, 26]",0.78,0.0,0.01,0.04,0.12,0.0,0.05,"[89, 269, 22, 26]",0.06,0.0,0.14,0.03,0.25,0.02,0.5,"[1244, 258, 24, 30]",0.09,0.0,0.03,0.07,0.31,0.0,0.48,"[2, 261, 23, 33]",0.14,0.0,0.07,0.25,0.23,0.03,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,"[93, 267, 20, 24]",0.06,0.0,0.05,0.54,0.09,0.01,0.25,"[1068, 265, 21, 28]",0.55,0.0,0.05,0.06,0.22,0.0,0.12,"[280, 270, 20, 26]",0.72,0.0,0.01,0.06,0.14,0.0,0.07,"[1163, 279, 20, 24]",0.2,0.0,0.0,0.53,0.14,0.0,0.13,"[0, 265, 24, 32]",0.08,0.01,0.02,0.6,0.19,0.0,0.11,"[1243, 258, 26, 31]",0.1,0.0,0.08,0.09,0.52,0.0,0.21,"[954, 270, 21, 27]",0.5,0.0,0.16,0.02,0.3,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,"[280, 269, 21, 28]",0.48,0.0,0.06,0.02,0.37,0.0,0.06,"[1068, 264, 22, 29]",0.49,0.0,0.04,0.06,0.28,0.0,0.13,"[1243, 259, 25, 29]",0.09,0.0,0.03,0.16,0.3,0.0,0.42,"[182, 268, 22, 26]",0.48,0.0,0.02,0.03,0.21,0.0,0.26,"[1162, 276, 19, 22]",0.15,0.0,0.01,0.37,0.15,0.0,0.31,"[3, 261, 25, 33]",0.37,0.0,0.01,0.11,0.24,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,"[1068, 265, 22, 29]",0.49,0.0,0.04,0.09,0.3,0.0,0.09,"[280, 269, 21, 26]",0.87,0.0,0.01,0.0,0.07,0.0,0.05,"[1163, 276, 21, 25]",0.28,0.0,0.01,0.32,0.19,0.0,0.21,"[1244, 260, 24, 28]",0.06,0.0,0.03,0.08,0.45,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,"[281, 268, 21, 27]",0.59,0.0,0.01,0.01,0.36,0.0,0.04,"[1067, 263, 24, 31]",0.74,0.0,0.01,0.01,0.11,0.0,0.13,"[1244, 258, 24, 28]",0.16,0.0,0.04,0.09,0.2,0.0,0.5,"[954, 268, 22, 28]",0.45,0.01,0.22,0.01,0.3,0.0,0.01,"[183, 268, 21, 25]",0.62,0.0,0.01,0.01,0.25,0.0,0.11,"[632, 175, 28, 33]",0.46,0.0,0.01,0.06,0.15,0.0,0.32,"[1161, 276, 19, 23]",0.04,0.0,0.0,0.62,0.13,0.0,0.2,"[3, 262, 23, 31]",0.47,0.0,0.01,0.28,0.12,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,"[279, 270, 21, 26]",0.63,0.0,0.01,0.03,0.13,0.0,0.2,"[1067, 264, 24, 29]",0.48,0.0,0.01,0.05,0.13,0.0,0.32,"[183, 268, 20, 26]",0.48,0.0,0.02,0.03,0.22,0.0,0.24,"[3, 263, 24, 31]",0.42,0.0,0.01,0.22,0.14,0.0,0.2,"[94, 267, 20, 25]",0.03,0.0,0.02,0.49,0.06,0.0,0.4,"[1244, 259, 25, 29]",0.06,0.0,0.03,0.17,0.43,0.0,0.3,"[1161, 276, 19, 24]",0.01,0.0,0.0,0.95,0.01,0.0,0.02,"[651, 177, 27, 32]",0.49,0.0,0.01,0.06,0.17,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,"[533, 114, 125, 154]",0.75,0.01,0.02,0.2,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,"[667, 106, 119, 148]",0.6,0.03,0.09,0.01,0.21,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,"[533, 91, 129, 160]",0.25,0.0,0.05,0.57,0.08,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"[617, 90, 128, 162]",0.33,0.0,0.12,0.48,0.05,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,"[516, 142, 124, 149]",0.61,0.01,0.04,0.05,0.22,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,"[546, 112, 124, 148]",0.84,0.0,0.03,0.0,0.08,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,"[500, 114, 125, 161]",0.55,0.26,0.09,0.0,0.03,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"[513, 118, 128, 150]",0.86,0.02,0.03,0.0,0.05,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[513, 124, 119, 146]",0.79,0.06,0.05,0.0,0.08,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,"[502, 115, 122, 153]",0.92,0.0,0.01,0.0,0.04,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,"[473, 108, 122, 151]",0.86,0.04,0.04,0.01,0.03,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"[623, 99, 129, 161]",0.77,0.02,0.08,0.01,0.05,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
