,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15
84,"[541, 106, 118, 151]",0.92,0.02,0.03,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[602, 85, 138, 179]",0.94,0.01,0.02,0.0,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[460, 122, 120, 152]",0.92,0.01,0.03,0.0,0.03,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[895, 243, 23, 28]",0.22,0.01,0.09,0.02,0.59,0.03,0.03,"[87, 232, 19, 25]",0.04,0.0,0.31,0.01,0.56,0.01,0.07,"[147, 233, 18, 25]",0.23,0.0,0.01,0.29,0.37,0.0,0.1,"[991, 251, 18, 24]",0.43,0.0,0.02,0.2,0.28,0.0,0.07,"[1195, 257, 26, 32]",0.21,0.0,0.02,0.38,0.04,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[887, 237, 22, 31]",0.76,0.0,0.01,0.06,0.09,0.0,0.08,"[147, 234, 18, 25]",0.26,0.0,0.01,0.31,0.36,0.0,0.06,"[83, 236, 19, 24]",0.37,0.0,0.04,0.09,0.39,0.01,0.1,"[1197, 257, 26, 32]",0.18,0.0,0.03,0.47,0.1,0.0,0.22,"[992, 252, 21, 24]",0.2,0.0,0.0,0.66,0.08,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[149, 234, 20, 24]",0.35,0.0,0.01,0.08,0.24,0.0,0.32,"[989, 251, 22, 29]",0.3,0.0,0.01,0.33,0.12,0.0,0.24,"[887, 235, 24, 34]",0.79,0.0,0.02,0.0,0.13,0.0,0.05,"[1200, 257, 25, 31]",0.18,0.0,0.01,0.28,0.09,0.0,0.44,"[84, 234, 18, 22]",0.1,0.0,0.06,0.02,0.8,0.0,0.02,"[371, 149, 26, 33]",0.37,0.02,0.01,0.16,0.32,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[520, 83, 129, 162]",0.92,0.02,0.02,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[611, 95, 124, 157]",0.84,0.06,0.05,0.0,0.03,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[497, 111, 121, 152]",0.91,0.01,0.03,0.0,0.04,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[548, 131, 123, 159]",0.57,0.34,0.02,0.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[630, 93, 125, 156]",0.98,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[672, 102, 121, 148]",0.54,0.06,0.1,0.03,0.22,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[653, 89, 121, 144]",0.41,0.0,0.06,0.0,0.49,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[490, 120, 126, 164]",0.86,0.0,0.02,0.07,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[643, 81, 130, 157]",0.32,0.48,0.07,0.0,0.11,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[533, 110, 132, 159]",0.85,0.0,0.08,0.0,0.05,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[712, 138, 108, 135]",0.58,0.17,0.05,0.02,0.13,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[282, 269, 20, 26]",0.8,0.0,0.01,0.03,0.1,0.0,0.06,"[183, 268, 21, 26]",0.57,0.0,0.02,0.05,0.11,0.0,0.24,"[93, 266, 20, 25]",0.08,0.0,0.02,0.35,0.12,0.01,0.43,"[1063, 263, 25, 33]",0.67,0.0,0.04,0.04,0.21,0.0,0.05,"[642, 177, 27, 32]",0.59,0.0,0.01,0.01,0.17,0.0,0.22,"[1163, 277, 20, 23]",0.02,0.0,0.0,0.87,0.04,0.0,0.07,"[1244, 258, 25, 31]",0.13,0.0,0.02,0.51,0.24,0.0,0.09,"[2, 262, 23, 32]",0.29,0.0,0.03,0.44,0.14,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[1068, 263, 23, 31]",0.58,0.0,0.02,0.05,0.09,0.0,0.25,"[279, 269, 21, 27]",0.67,0.0,0.01,0.03,0.19,0.0,0.09,"[90, 270, 21, 25]",0.26,0.0,0.16,0.06,0.33,0.01,0.17,"[1243, 258, 26, 30]",0.1,0.0,0.03,0.03,0.36,0.0,0.48,"[182, 266, 21, 27]",0.72,0.0,0.01,0.01,0.17,0.0,0.09,"[1165, 276, 21, 25]",0.18,0.0,0.0,0.54,0.12,0.0,0.16,"[640, 173, 25, 33]",0.23,0.03,0.02,0.33,0.24,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[1067, 264, 23, 30]",0.4,0.0,0.05,0.09,0.15,0.01,0.3,"[280, 270, 20, 26]",0.67,0.0,0.02,0.1,0.15,0.0,0.06,"[91, 270, 20, 25]",0.18,0.0,0.12,0.05,0.37,0.01,0.27,"[1244, 258, 24, 30]",0.12,0.0,0.03,0.08,0.3,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[280, 269, 21, 28]",0.48,0.0,0.06,0.02,0.37,0.0,0.06,"[1068, 264, 22, 29]",0.49,0.0,0.04,0.06,0.28,0.0,0.13,"[1243, 259, 25, 29]",0.09,0.0,0.03,0.16,0.3,0.0,0.42,"[182, 268, 22, 26]",0.48,0.0,0.02,0.03,0.21,0.0,0.26,"[1162, 276, 19, 22]",0.15,0.0,0.01,0.37,0.15,0.0,0.31,"[3, 261, 25, 33]",0.37,0.0,0.01,0.11,0.24,0.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[1068, 265, 22, 29]",0.5,0.0,0.03,0.06,0.32,0.0,0.08,"[280, 268, 22, 27]",0.53,0.0,0.01,0.02,0.32,0.0,0.12,"[1161, 275, 20, 24]",0.18,0.01,0.01,0.39,0.19,0.0,0.22,"[623, 178, 26, 31]",0.54,0.05,0.01,0.01,0.32,0.0,0.07,"[1, 260, 23, 31]",0.37,0.0,0.01,0.13,0.3,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[279, 270, 21, 26]",0.63,0.0,0.01,0.03,0.13,0.0,0.2,"[1067, 264, 24, 29]",0.48,0.0,0.01,0.05,0.13,0.0,0.32,"[183, 268, 20, 26]",0.48,0.0,0.02,0.03,0.22,0.0,0.24,"[3, 263, 24, 31]",0.42,0.0,0.01,0.22,0.14,0.0,0.2,"[94, 267, 20, 25]",0.03,0.0,0.02,0.49,0.06,0.0,0.4,"[1244, 259, 25, 29]",0.06,0.0,0.03,0.17,0.43,0.0,0.3,"[1161, 276, 19, 24]",0.01,0.0,0.0,0.95,0.01,0.0,0.02,"[651, 177, 27, 32]",0.49,0.0,0.01,0.06,0.17,0.0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[616, 113, 121, 160]",0.32,0.06,0.06,0.39,0.14,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[624, 99, 130, 154]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[533, 91, 129, 160]",0.25,0.0,0.05,0.57,0.08,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[678, 72, 142, 185]",0.67,0.02,0.12,0.05,0.1,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[537, 111, 131, 163]",0.88,0.0,0.08,0.0,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[513, 118, 128, 150]",0.86,0.02,0.03,0.0,0.05,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[517, 93, 136, 171]",0.55,0.38,0.02,0.0,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[502, 115, 122, 153]",0.92,0.0,0.01,0.0,0.04,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[565, 81, 129, 155]",0.83,0.0,0.08,0.0,0.05,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[530, 98, 113, 148]",0.84,0.04,0.03,0.0,0.02,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[621, 110, 125, 154]",0.98,0.0,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[620, 170, 137, 172]",0.27,0.0,0.05,0.03,0.43,0.01,0.2,"[878, 154, 103, 129]",0.07,0.0,0.16,0.27,0.35,0.05,0.09,"[460, 0, 113, 146]",0.24,0.0,0.08,0.0,0.43,0.03,0.22,"[1105, 69, 123, 158]",0.04,0.0,0.02,0.02,0.48,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"[652, 179, 134, 170]",0.36,0.0,0.05,0.03,0.39,0.01,0.16,"[879, 150, 103, 134]",0.08,0.0,0.12,0.2,0.38,0.06,0.17,"[459, 0, 116, 149]",0.22,0.0,0.06,0.0,0.54,0.01,0.17,"[1107, 68, 123, 159]",0.05,0.0,0.03,0.01,0.54,0.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,"[1071, 267, 22, 27]",0.74,0.0,0.03,0.01,0.11,0.0,0.1,"[272, 274, 20, 24]",0.91,0.0,0.01,0.0,0.05,0.0,0.03,"[96, 271, 19, 25]",0.06,0.0,0.07,0.71,0.05,0.01,0.1,"[4, 267, 25, 31]",0.54,0.0,0.01,0.04,0.28,0.0,0.12,"[1163, 279, 19, 24]",0.07,0.0,0.0,0.67,0.03,0.0,0.23,"[1244, 263, 21, 24]",0.14,0.0,0.05,0.04,0.49,0.0,0.28,"[620, 193, 25, 29]",0.72,0.03,0.01,0.01,0.2,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,"[180, 268, 20, 25]",0.66,0.0,0.02,0.02,0.24,0.0,0.05,"[3, 269, 23, 28]",0.51,0.0,0.01,0.05,0.34,0.0,0.08,"[1071, 264, 21, 29]",0.78,0.0,0.05,0.0,0.08,0.0,0.09,"[96, 269, 21, 27]",0.02,0.0,0.12,0.42,0.07,0.02,0.35,"[271, 274, 21, 25]",0.7,0.0,0.03,0.01,0.18,0.0,0.08,"[1163, 279, 19, 24]",0.1,0.0,0.0,0.59,0.07,0.0,0.23,"[1242, 261, 25, 27]",0.06,0.0,0.03,0.03,0.53,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"[182, 266, 20, 25]",0.57,0.0,0.03,0.02,0.26,0.01,0.11,"[271, 272, 21, 26]",0.29,0.0,0.06,0.19,0.17,0.01,0.28,"[95, 282, 20, 24]",0.12,0.0,0.31,0.07,0.4,0.0,0.1,"[1068, 261, 22, 29]",0.41,0.0,0.02,0.01,0.49,0.0,0.07,"[1243, 261, 23, 27]",0.05,0.0,0.03,0.05,0.44,0.0,0.43,"[1163, 279, 19, 23]",0.12,0.0,0.0,0.69,0.04,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"[1068, 261, 23, 30]",0.41,0.0,0.02,0.05,0.32,0.0,0.2,"[2, 266, 23, 31]",0.1,0.0,0.01,0.3,0.39,0.0,0.2,"[1243, 262, 21, 25]",0.08,0.0,0.02,0.02,0.47,0.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,"[535, 92, 130, 152]",0.86,0.05,0.03,0.0,0.06,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,"[635, 101, 123, 157]",0.68,0.13,0.06,0.0,0.09,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"[529, 82, 126, 146]",0.94,0.0,0.02,0.0,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,"[603, 116, 135, 172]",0.63,0.0,0.04,0.0,0.2,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,"[616, 138, 114, 145]",0.53,0.01,0.01,0.24,0.08,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,"[666, 116, 123, 156]",0.97,0.01,0.01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"[478, 135, 123, 151]",0.95,0.0,0.0,0.0,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,"[591, 103, 121, 154]",0.85,0.0,0.01,0.02,0.1,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,"[516, 146, 118, 143]",0.9,0.01,0.0,0.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,"[610, 119, 120, 147]",0.97,0.0,0.01,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[579, 85, 120, 152]",0.68,0.0,0.01,0.29,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,"[491, 91, 116, 151]",0.5,0.02,0.18,0.02,0.08,0.06,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"[540, 127, 123, 148]",0.34,0.0,0.01,0.62,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,"[400, 104, 132, 159]",0.65,0.0,0.07,0.05,0.1,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"[535, 83, 125, 155]",0.91,0.01,0.04,0.0,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"[708, 132, 119, 151]",0.72,0.0,0.05,0.06,0.11,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,"[530, 193, 138, 177]",0.39,0.0,0.04,0.0,0.54,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,"[655, 97, 127, 158]",0.98,0.0,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,"[537, 90, 117, 142]",0.35,0.15,0.19,0.01,0.24,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,"[705, 108, 123, 161]",0.93,0.02,0.02,0.0,0.02,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,"[656, 105, 123, 158]",0.92,0.01,0.02,0.0,0.03,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,"[480, 174, 137, 170]",0.67,0.01,0.02,0.0,0.23,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,"[594, 112, 126, 156]",0.89,0.01,0.04,0.0,0.05,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,"[551, 136, 129, 157]",0.88,0.0,0.02,0.01,0.03,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,"[481, 105, 120, 151]",0.91,0.02,0.03,0.0,0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,"[576, 86, 137, 170]",0.78,0.07,0.03,0.0,0.09,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,"[562, 99, 103, 140]",0.82,0.05,0.02,0.0,0.02,0.01,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
