,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18,box19,angry19,disgust19,fear19,happy19,sad19,surprise19,neutral19
178,"[566, 85, 147, 179]",0.0,0.0,0.02,0.93,0.0,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,"[581, 98, 140, 174]",0.02,0.0,0.26,0.29,0.01,0.39,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,"[595, 109, 135, 173]",0.05,0.0,0.4,0.2,0.08,0.1,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,"[573, 93, 144, 179]",0.02,0.0,0.16,0.58,0.04,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,"[585, 88, 140, 174]",0.05,0.0,0.13,0.44,0.03,0.04,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[589, 105, 136, 176]",0.0,0.0,0.02,0.93,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,"[584, 95, 144, 180]",0.04,0.0,0.13,0.44,0.03,0.04,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"[580, 98, 136, 175]",0.19,0.0,0.32,0.01,0.1,0.25,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,"[578, 96, 139, 177]",0.22,0.0,0.28,0.14,0.06,0.16,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,"[570, 90, 138, 178]",0.08,0.0,0.15,0.4,0.04,0.04,0.29,"[709, 389, 23, 30]",0.1,0.0,0.34,0.05,0.19,0.0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"[573, 98, 139, 173]",0.04,0.0,0.19,0.33,0.05,0.02,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,"[574, 105, 142, 175]",0.04,0.0,0.26,0.46,0.05,0.06,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,"[588, 94, 138, 174]",0.04,0.0,0.25,0.04,0.02,0.63,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,"[583, 99, 139, 173]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,"[710, 389, 22, 27]",0.11,0.0,0.25,0.03,0.22,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,"[590, 99, 138, 179]",0.04,0.0,0.08,0.45,0.03,0.03,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"[584, 70, 147, 183]",0.2,0.0,0.14,0.02,0.17,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,"[568, 79, 146, 183]",0.21,0.0,0.12,0.05,0.14,0.02,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,"[585, 91, 140, 175]",0.09,0.0,0.41,0.19,0.02,0.08,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,"[585, 107, 138, 176]",0.02,0.0,0.12,0.04,0.02,0.03,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"[591, 88, 137, 161]",0.03,0.0,0.23,0.01,0.5,0.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"[589, 81, 143, 164]",0.08,0.0,0.16,0.01,0.37,0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,"[569, 88, 146, 182]",0.02,0.0,0.26,0.3,0.03,0.03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"[598, 93, 145, 177]",0.07,0.0,0.67,0.03,0.02,0.14,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,"[573, 115, 131, 168]",0.03,0.0,0.04,0.49,0.03,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,"[596, 100, 138, 177]",0.02,0.0,0.05,0.48,0.05,0.0,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,"[582, 91, 137, 176]",0.14,0.0,0.28,0.01,0.22,0.02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,"[582, 95, 139, 174]",0.05,0.0,0.38,0.09,0.03,0.29,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,"[578, 97, 140, 175]",0.0,0.0,0.01,0.96,0.0,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,"[588, 89, 139, 172]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"[585, 108, 137, 177]",0.02,0.0,0.13,0.17,0.02,0.13,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,"[579, 105, 140, 174]",0.02,0.0,0.12,0.3,0.02,0.08,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,"[578, 93, 141, 178]",0.3,0.0,0.21,0.04,0.06,0.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,"[570, 77, 144, 180]",0.08,0.0,0.19,0.25,0.24,0.01,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,"[592, 86, 138, 180]",0.08,0.0,0.17,0.38,0.14,0.05,0.18,"[719, 390, 24, 30]",0.02,0.0,0.68,0.0,0.21,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,"[583, 93, 141, 169]",0.0,0.0,0.03,0.91,0.01,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,"[577, 89, 143, 178]",0.02,0.0,0.04,0.62,0.17,0.0,0.15,"[701, 389, 21, 26]",0.12,0.0,0.18,0.09,0.13,0.01,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,"[561, 90, 142, 176]",0.0,0.0,0.0,0.96,0.0,0.0,0.04,"[612, 311, 64, 86]",0.11,0.0,0.65,0.03,0.08,0.04,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,"[590, 81, 145, 177]",0.05,0.0,0.05,0.56,0.12,0.02,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,"[575, 94, 145, 173]",0.02,0.0,0.18,0.44,0.08,0.03,0.27,"[702, 384, 24, 29]",0.06,0.0,0.19,0.02,0.12,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,"[518, 132, 140, 170]",0.02,0.0,0.01,0.85,0.01,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,"[366, 239, 22, 29]",0.27,0.0,0.02,0.26,0.21,0.01,0.24,"[574, 242, 24, 30]",0.12,0.0,0.13,0.21,0.28,0.02,0.25,"[377, 167, 18, 24]",0.11,0.0,0.1,0.44,0.23,0.06,0.07,"[1182, 157, 22, 28]",0.74,0.01,0.09,0.01,0.11,0.02,0.03,"[328, 282, 49, 69]",0.28,0.0,0.08,0.29,0.06,0.0,0.29,"[168, 150, 34, 42]",0.49,0.01,0.02,0.14,0.23,0.0,0.11,"[1223, 137, 24, 30]",0.33,0.0,0.3,0.02,0.29,0.01,0.04,"[931, 155, 32, 40]",0.62,0.0,0.01,0.05,0.14,0.0,0.17,"[488, 283, 37, 48]",0.54,0.0,0.08,0.3,0.05,0.03,0.01,"[899, 175, 24, 28]",0.32,0.0,0.06,0.0,0.44,0.01,0.16,"[738, 166, 27, 36]",0.81,0.0,0.05,0.04,0.05,0.01,0.04,"[1133, 164, 28, 32]",0.1,0.0,0.27,0.01,0.46,0.0,0.16,"[329, 168, 17, 20]",0.22,0.0,0.17,0.13,0.44,0.02,0.02,"[425, 230, 22, 26]",0.07,0.0,0.26,0.03,0.5,0.0,0.14,"[687, 187, 18, 24]",0.2,0.0,0.09,0.02,0.46,0.0,0.23,"[460, 235, 26, 34]",0.11,0.0,0.07,0.35,0.3,0.02,0.14,"[485, 151, 18, 24]",0.42,0.0,0.24,0.24,0.05,0.04,0.01,"[420, 162, 17, 23]",0.57,0.0,0.07,0.13,0.17,0.0,0.06,"[499, 231, 25, 30]",0.18,0.0,0.15,0.11,0.47,0.01,0.07,"[156, 299, 44, 57]",0.01,0.0,0.07,0.03,0.59,0.06,0.24
219,"[574, 240, 24, 32]",0.21,0.0,0.09,0.22,0.21,0.05,0.24,"[366, 239, 22, 29]",0.22,0.0,0.02,0.26,0.22,0.01,0.27,"[327, 281, 49, 70]",0.12,0.0,0.04,0.55,0.05,0.0,0.24,"[168, 149, 33, 43]",0.65,0.01,0.02,0.07,0.15,0.0,0.1,"[378, 167, 17, 23]",0.09,0.0,0.05,0.24,0.49,0.04,0.09,"[1183, 156, 21, 29]",0.68,0.05,0.09,0.02,0.1,0.03,0.03,"[488, 283, 37, 48]",0.35,0.0,0.08,0.46,0.02,0.07,0.02,"[931, 154, 32, 41]",0.54,0.0,0.02,0.08,0.08,0.01,0.27,"[462, 235, 24, 33]",0.15,0.0,0.03,0.6,0.14,0.01,0.07,"[1222, 136, 25, 31]",0.22,0.0,0.34,0.11,0.25,0.02,0.07,"[329, 168, 17, 21]",0.2,0.0,0.18,0.29,0.29,0.03,0.02,"[687, 187, 18, 24]",0.17,0.0,0.12,0.08,0.42,0.01,0.2,"[738, 165, 27, 36]",0.61,0.0,0.11,0.11,0.04,0.02,0.1,"[500, 231, 24, 30]",0.17,0.0,0.17,0.11,0.41,0.02,0.12,"[425, 230, 21, 26]",0.07,0.0,0.27,0.06,0.44,0.0,0.15,"[156, 298, 44, 59]",0.01,0.0,0.11,0.02,0.46,0.08,0.32,"[419, 162, 18, 23]",0.44,0.0,0.09,0.09,0.25,0.0,0.12,"[485, 151, 18, 24]",0.31,0.0,0.38,0.2,0.06,0.04,0.02,"[897, 173, 25, 30]",0.42,0.0,0.05,0.0,0.34,0.01,0.16,,,,,,,,
220,"[574, 240, 24, 32]",0.21,0.0,0.09,0.22,0.21,0.05,0.24,"[366, 239, 22, 29]",0.22,0.0,0.02,0.26,0.22,0.01,0.27,"[327, 281, 49, 70]",0.12,0.0,0.04,0.55,0.05,0.0,0.24,"[168, 149, 33, 43]",0.65,0.01,0.02,0.07,0.15,0.0,0.1,"[378, 167, 17, 23]",0.09,0.0,0.05,0.24,0.49,0.04,0.09,"[1183, 156, 21, 29]",0.68,0.05,0.09,0.02,0.1,0.03,0.03,"[488, 283, 37, 48]",0.35,0.0,0.08,0.46,0.02,0.07,0.02,"[931, 154, 32, 41]",0.54,0.0,0.02,0.08,0.08,0.01,0.27,"[462, 235, 24, 33]",0.15,0.0,0.03,0.6,0.14,0.01,0.07,"[1222, 136, 25, 31]",0.22,0.0,0.34,0.11,0.25,0.02,0.07,"[329, 168, 17, 21]",0.2,0.0,0.18,0.29,0.29,0.03,0.02,"[687, 187, 18, 24]",0.17,0.0,0.12,0.08,0.42,0.01,0.2,"[738, 165, 27, 36]",0.61,0.0,0.11,0.11,0.04,0.02,0.1,"[500, 231, 24, 30]",0.17,0.0,0.17,0.11,0.41,0.02,0.12,"[425, 230, 21, 26]",0.07,0.0,0.27,0.06,0.44,0.0,0.15,"[156, 298, 44, 59]",0.01,0.0,0.11,0.02,0.46,0.08,0.32,"[419, 162, 18, 23]",0.44,0.0,0.09,0.09,0.25,0.0,0.12,"[485, 151, 18, 24]",0.31,0.0,0.38,0.2,0.06,0.04,0.02,"[897, 173, 25, 30]",0.42,0.0,0.05,0.0,0.34,0.01,0.16,,,,,,,,
221,"[574, 240, 24, 32]",0.21,0.0,0.09,0.22,0.21,0.05,0.24,"[366, 239, 22, 29]",0.22,0.0,0.02,0.26,0.22,0.01,0.27,"[327, 281, 49, 70]",0.12,0.0,0.04,0.55,0.05,0.0,0.24,"[168, 149, 33, 43]",0.65,0.01,0.02,0.07,0.15,0.0,0.1,"[378, 167, 17, 23]",0.09,0.0,0.05,0.24,0.49,0.04,0.09,"[1183, 156, 21, 29]",0.68,0.05,0.09,0.02,0.1,0.03,0.03,"[488, 283, 37, 48]",0.35,0.0,0.08,0.46,0.02,0.07,0.02,"[931, 154, 32, 41]",0.54,0.0,0.02,0.08,0.08,0.01,0.27,"[462, 235, 24, 33]",0.15,0.0,0.03,0.6,0.14,0.01,0.07,"[1222, 136, 25, 31]",0.22,0.0,0.34,0.11,0.25,0.02,0.07,"[329, 168, 17, 21]",0.2,0.0,0.18,0.29,0.29,0.03,0.02,"[687, 187, 18, 24]",0.17,0.0,0.12,0.08,0.42,0.01,0.2,"[738, 165, 27, 36]",0.61,0.0,0.11,0.11,0.04,0.02,0.1,"[500, 231, 24, 30]",0.17,0.0,0.17,0.11,0.41,0.02,0.12,"[425, 230, 21, 26]",0.07,0.0,0.27,0.06,0.44,0.0,0.15,"[156, 298, 44, 59]",0.01,0.0,0.11,0.02,0.46,0.08,0.32,"[419, 162, 18, 23]",0.44,0.0,0.09,0.09,0.25,0.0,0.12,"[485, 151, 18, 24]",0.31,0.0,0.38,0.2,0.06,0.04,0.02,"[897, 173, 25, 30]",0.42,0.0,0.05,0.0,0.34,0.01,0.16,,,,,,,,
222,"[574, 240, 24, 32]",0.22,0.0,0.09,0.23,0.18,0.05,0.23,"[366, 239, 22, 29]",0.22,0.0,0.02,0.24,0.21,0.01,0.3,"[378, 168, 17, 22]",0.13,0.0,0.08,0.39,0.27,0.05,0.07,"[328, 282, 48, 69]",0.14,0.0,0.06,0.53,0.05,0.0,0.22,"[1183, 156, 21, 29]",0.69,0.05,0.09,0.02,0.11,0.03,0.03,"[168, 149, 33, 43]",0.66,0.01,0.02,0.07,0.15,0.0,0.1,"[488, 282, 37, 49]",0.35,0.0,0.11,0.45,0.03,0.05,0.02,"[686, 187, 19, 24]",0.17,0.0,0.12,0.07,0.41,0.0,0.23,"[898, 174, 24, 29]",0.41,0.0,0.04,0.0,0.32,0.02,0.21,"[932, 156, 29, 37]",0.38,0.0,0.05,0.14,0.14,0.01,0.28,"[461, 235, 26, 32]",0.19,0.0,0.04,0.56,0.15,0.01,0.05,"[424, 229, 22, 28]",0.06,0.0,0.2,0.06,0.43,0.01,0.24,"[1222, 136, 25, 31]",0.22,0.0,0.35,0.09,0.26,0.02,0.07,"[329, 168, 17, 21]",0.23,0.0,0.16,0.31,0.26,0.03,0.02,"[738, 165, 27, 36]",0.6,0.0,0.11,0.11,0.04,0.03,0.11,"[500, 231, 24, 31]",0.19,0.0,0.2,0.07,0.4,0.02,0.12,"[156, 298, 44, 59]",0.01,0.0,0.13,0.02,0.46,0.08,0.31,"[419, 162, 18, 23]",0.41,0.0,0.1,0.1,0.27,0.0,0.13,"[485, 151, 18, 23]",0.28,0.0,0.37,0.21,0.08,0.05,0.01,,,,,,,,
223,"[574, 240, 24, 32]",0.22,0.0,0.09,0.23,0.18,0.05,0.23,"[366, 239, 22, 29]",0.22,0.0,0.02,0.24,0.21,0.01,0.3,"[378, 168, 17, 22]",0.13,0.0,0.08,0.39,0.27,0.05,0.07,"[328, 282, 48, 69]",0.14,0.0,0.06,0.53,0.05,0.0,0.22,"[1183, 156, 21, 29]",0.69,0.05,0.09,0.02,0.11,0.03,0.03,"[168, 149, 33, 43]",0.66,0.01,0.02,0.07,0.15,0.0,0.1,"[488, 282, 37, 49]",0.35,0.0,0.11,0.45,0.03,0.05,0.02,"[686, 187, 19, 24]",0.17,0.0,0.12,0.07,0.41,0.0,0.23,"[898, 174, 24, 29]",0.41,0.0,0.04,0.0,0.32,0.02,0.21,"[932, 156, 29, 37]",0.38,0.0,0.05,0.14,0.14,0.01,0.28,"[461, 235, 26, 32]",0.19,0.0,0.04,0.56,0.15,0.01,0.05,"[424, 229, 22, 28]",0.06,0.0,0.2,0.06,0.43,0.01,0.24,"[1222, 136, 25, 31]",0.22,0.0,0.35,0.09,0.26,0.02,0.07,"[329, 168, 17, 21]",0.23,0.0,0.16,0.31,0.26,0.03,0.02,"[738, 165, 27, 36]",0.6,0.0,0.11,0.11,0.04,0.03,0.11,"[500, 231, 24, 31]",0.19,0.0,0.2,0.07,0.4,0.02,0.12,"[156, 298, 44, 59]",0.01,0.0,0.13,0.02,0.46,0.08,0.31,"[419, 162, 18, 23]",0.41,0.0,0.1,0.1,0.27,0.0,0.13,"[485, 151, 18, 23]",0.28,0.0,0.37,0.21,0.08,0.05,0.01,,,,,,,,
