,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
13,"[574, 345, 70, 84]",0.37,0.04,0.14,0.02,0.21,0.03,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"[604, 342, 69, 90]",0.3,0.0,0.14,0.04,0.22,0.02,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"[569, 366, 71, 88]",0.02,0.0,0.0,0.86,0.01,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"[583, 374, 69, 81]",0.21,0.01,0.05,0.22,0.16,0.01,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"[627, 362, 71, 88]",0.07,0.0,0.0,0.89,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"[634, 371, 68, 94]",0.56,0.01,0.03,0.01,0.22,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"[641, 363, 71, 92]",0.08,0.0,0.02,0.71,0.03,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"[633, 372, 71, 90]",0.02,0.0,0.0,0.94,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"[635, 369, 71, 89]",0.17,0.0,0.02,0.64,0.03,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[584, 365, 73, 100]",0.22,0.01,0.0,0.51,0.01,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[581, 367, 73, 95]",0.0,0.0,0.0,0.9,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[595, 358, 70, 92]",0.1,0.0,0.01,0.65,0.01,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[252, 315, 32, 39]",0.38,0.0,0.09,0.22,0.24,0.0,0.07,"[558, 341, 27, 31]",0.56,0.0,0.11,0.18,0.07,0.01,0.07,"[167, 350, 49, 62]",0.13,0.0,0.07,0.14,0.2,0.01,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[257, 324, 32, 39]",0.4,0.0,0.25,0.22,0.08,0.01,0.04,"[555, 340, 26, 32]",0.53,0.0,0.11,0.17,0.08,0.0,0.11,"[47, 351, 48, 58]",0.77,0.0,0.05,0.06,0.05,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[234, 321, 30, 35]",0.46,0.0,0.11,0.21,0.17,0.0,0.04,"[33, 345, 49, 65]",0.82,0.0,0.04,0.04,0.04,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[577, 369, 72, 92]",0.39,0.04,0.0,0.4,0.03,0.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[557, 342, 77, 104]",0.38,0.02,0.03,0.01,0.2,0.0,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[575, 364, 71, 89]",0.26,0.02,0.02,0.04,0.05,0.02,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[579, 367, 68, 88]",0.07,0.0,0.01,0.6,0.05,0.01,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[564, 346, 70, 96]",0.34,0.08,0.03,0.11,0.07,0.01,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[583, 376, 71, 89]",0.08,0.01,0.0,0.84,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[587, 366, 71, 90]",0.07,0.0,0.0,0.84,0.01,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[572, 347, 72, 94]",0.36,0.25,0.03,0.01,0.14,0.02,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[333, 325, 27, 36]",0.58,0.0,0.24,0.04,0.07,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[390, 325, 25, 33]",0.58,0.0,0.15,0.06,0.12,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[450, 324, 26, 33]",0.72,0.0,0.09,0.05,0.05,0.0,0.08,"[23, 332, 33, 38]",0.17,0.0,0.09,0.2,0.19,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[522, 324, 28, 35]",0.5,0.0,0.15,0.12,0.16,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[633, 220, 38, 57]",0.01,0.0,0.07,0.02,0.04,0.76,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[613, 213, 42, 54]",0.38,0.0,0.04,0.23,0.12,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[605, 221, 38, 52]",0.08,0.0,0.06,0.45,0.07,0.03,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[603, 213, 39, 53]",0.08,0.0,0.02,0.22,0.08,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[605, 224, 41, 53]",0.18,0.0,0.26,0.05,0.13,0.09,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[602, 229, 38, 49]",0.01,0.0,0.01,0.63,0.03,0.17,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[594, 219, 37, 53]",0.16,0.0,0.02,0.28,0.05,0.02,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[604, 214, 38, 51]",0.08,0.01,0.06,0.24,0.12,0.06,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[606, 228, 39, 51]",0.01,0.0,0.0,0.92,0.01,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[604, 215, 40, 54]",0.23,0.0,0.06,0.03,0.1,0.02,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[604, 232, 37, 51]",0.04,0.0,0.04,0.39,0.09,0.06,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[605, 234, 39, 49]",0.02,0.0,0.03,0.74,0.02,0.05,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[104, 342, 41, 48]",0.67,0.0,0.17,0.05,0.09,0.0,0.02,"[647, 339, 29, 36]",0.32,0.0,0.38,0.02,0.17,0.01,0.12,"[416, 363, 35, 44]",0.11,0.01,0.14,0.5,0.15,0.03,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[10, 343, 46, 52]",0.49,0.01,0.2,0.1,0.17,0.01,0.03,"[582, 332, 28, 32]",0.07,0.0,0.44,0.04,0.13,0.03,0.28,"[87, 326, 30, 34]",0.41,0.0,0.17,0.09,0.25,0.0,0.07,"[338, 362, 40, 50]",0.11,0.01,0.24,0.24,0.28,0.03,0.1,"[871, 327, 27, 35]",0.51,0.0,0.2,0.14,0.07,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[806, 325, 27, 35]",0.56,0.0,0.17,0.17,0.08,0.0,0.02,"[518, 332, 28, 33]",0.05,0.0,0.31,0.04,0.12,0.03,0.45,"[4, 325, 35, 36]",0.4,0.0,0.1,0.07,0.39,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[468, 331, 28, 33]",0.11,0.0,0.47,0.02,0.18,0.02,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[54, 370, 44, 54]",0.26,0.0,0.24,0.34,0.11,0.02,0.04,"[760, 312, 21, 24]",0.28,0.03,0.33,0.11,0.09,0.03,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[598, 350, 68, 92]",0.54,0.0,0.04,0.05,0.11,0.04,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[597, 376, 69, 87]",0.25,0.02,0.03,0.19,0.08,0.02,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[564, 344, 72, 96]",0.38,0.02,0.08,0.02,0.26,0.02,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[587, 367, 70, 87]",0.34,0.0,0.03,0.14,0.2,0.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[591, 362, 71, 89]",0.02,0.0,0.01,0.7,0.01,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[589, 367, 70, 90]",0.03,0.0,0.0,0.87,0.0,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[636, 352, 70, 93]",0.51,0.09,0.06,0.06,0.08,0.01,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[640, 363, 73, 99]",0.54,0.02,0.09,0.02,0.08,0.02,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[635, 347, 75, 98]",0.46,0.03,0.02,0.05,0.07,0.01,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[616, 350, 66, 88]",0.54,0.03,0.05,0.01,0.2,0.01,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[586, 368, 69, 87]",0.01,0.0,0.0,0.96,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[593, 352, 71, 93]",0.69,0.0,0.05,0.01,0.11,0.01,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[578, 372, 71, 89]",0.03,0.0,0.0,0.94,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[565, 351, 70, 97]",0.27,0.03,0.07,0.21,0.05,0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[602, 350, 72, 95]",0.21,0.0,0.01,0.56,0.02,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[634, 377, 73, 96]",0.55,0.02,0.12,0.05,0.16,0.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[633, 375, 71, 94]",0.12,0.0,0.01,0.7,0.05,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[617, 362, 70, 96]",0.17,0.0,0.01,0.42,0.05,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[572, 367, 70, 88]",0.6,0.05,0.01,0.19,0.03,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[573, 380, 70, 92]",0.11,0.0,0.01,0.45,0.04,0.01,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,"[620, 349, 70, 92]",0.3,0.01,0.03,0.03,0.17,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[643, 355, 70, 88]",0.59,0.01,0.04,0.09,0.09,0.04,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"[630, 370, 73, 98]",0.03,0.0,0.0,0.94,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,"[572, 361, 70, 91]",0.56,0.01,0.06,0.0,0.26,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[574, 370, 70, 88]",0.1,0.0,0.07,0.21,0.16,0.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[559, 340, 73, 97]",0.65,0.01,0.08,0.01,0.08,0.01,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,"[598, 364, 65, 81]",0.1,0.0,0.02,0.06,0.03,0.01,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[568, 353, 71, 91]",0.04,0.0,0.02,0.75,0.01,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[577, 364, 71, 87]",0.34,0.0,0.05,0.22,0.06,0.02,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[584, 365, 68, 85]",0.14,0.0,0.02,0.48,0.03,0.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[577, 362, 69, 87]",0.02,0.0,0.0,0.89,0.0,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[583, 349, 69, 88]",0.4,0.0,0.03,0.2,0.04,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[575, 357, 70, 87]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[580, 363, 64, 76]",0.0,0.0,0.0,0.99,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[601, 352, 72, 97]",0.07,0.01,0.0,0.75,0.07,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[7, 366, 61, 75]",0.26,0.0,0.15,0.2,0.32,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,"[527, 221, 148, 186]",0.26,0.0,0.06,0.26,0.03,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,"[508, 226, 145, 178]",0.0,0.0,0.0,0.97,0.0,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[484, 209, 148, 195]",0.36,0.01,0.01,0.2,0.07,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[480, 228, 144, 183]",0.64,0.04,0.02,0.08,0.03,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[537, 219, 148, 193]",0.37,0.0,0.2,0.2,0.07,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[504, 263, 155, 191]",0.03,0.0,0.01,0.91,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[481, 196, 159, 206]",0.25,0.01,0.07,0.5,0.11,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,"[476, 249, 148, 188]",0.31,0.0,0.07,0.16,0.04,0.0,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,"[610, 214, 152, 194]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,"[611, 222, 151, 191]",0.0,0.0,0.0,0.97,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"[503, 223, 146, 193]",0.41,0.02,0.2,0.02,0.04,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,"[477, 247, 152, 193]",0.78,0.01,0.07,0.1,0.02,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"[548, 477, 31, 39]",0.11,0.0,0.1,0.46,0.16,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[517, 224, 144, 189]",0.02,0.0,0.06,0.89,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,"[547, 244, 140, 182]",0.01,0.0,0.01,0.9,0.02,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"[523, 290, 143, 174]",0.03,0.0,0.0,0.93,0.0,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[515, 248, 147, 179]",0.29,0.02,0.03,0.18,0.08,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,"[453, 223, 157, 209]",0.06,0.0,0.0,0.91,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,"[509, 255, 143, 179]",0.0,0.0,0.0,0.98,0.0,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,"[497, 259, 151, 190]",0.26,0.0,0.02,0.44,0.04,0.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"[503, 255, 145, 191]",0.57,0.0,0.05,0.0,0.18,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,"[484, 255, 153, 186]",0.16,0.0,0.01,0.78,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,"[462, 231, 154, 202]",0.15,0.0,0.02,0.12,0.15,0.02,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,"[545, 186, 158, 223]",0.75,0.04,0.07,0.01,0.09,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"[591, 245, 141, 178]",0.39,0.01,0.01,0.37,0.01,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,"[476, 205, 149, 210]",0.52,0.01,0.2,0.01,0.18,0.06,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
