,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8,box9,angry9,disgust9,fear9,happy9,sad9,surprise9,neutral9,box10,angry10,disgust10,fear10,happy10,sad10,surprise10,neutral10,box11,angry11,disgust11,fear11,happy11,sad11,surprise11,neutral11,box12,angry12,disgust12,fear12,happy12,sad12,surprise12,neutral12,box13,angry13,disgust13,fear13,happy13,sad13,surprise13,neutral13,box14,angry14,disgust14,fear14,happy14,sad14,surprise14,neutral14,box15,angry15,disgust15,fear15,happy15,sad15,surprise15,neutral15,box16,angry16,disgust16,fear16,happy16,sad16,surprise16,neutral16,box17,angry17,disgust17,fear17,happy17,sad17,surprise17,neutral17,box18,angry18,disgust18,fear18,happy18,sad18,surprise18,neutral18
237,"[513, 141, 135, 182]",0.02,0.0,0.09,0.09,0.07,0.02,0.71,"[133, 439, 41, 53]",0.05,0.0,0.01,0.61,0.0,0.3,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[526, 153, 133, 171]",0.09,0.0,0.11,0.35,0.07,0.02,0.36,"[150, 437, 42, 53]",0.3,0.01,0.25,0.07,0.09,0.11,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,"[519, 153, 133, 182]",0.05,0.0,0.02,0.77,0.13,0.01,0.02,"[171, 438, 42, 54]",0.19,0.0,0.06,0.36,0.05,0.19,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,"[523, 153, 132, 170]",0.15,0.0,0.1,0.33,0.15,0.0,0.27,"[138, 436, 41, 50]",0.56,0.0,0.2,0.03,0.06,0.04,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[521, 160, 135, 181]",0.06,0.0,0.02,0.48,0.01,0.03,0.41,"[170, 437, 43, 54]",0.09,0.0,0.03,0.33,0.03,0.3,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,"[511, 146, 141, 192]",0.01,0.0,0.01,0.0,0.0,0.97,0.0,"[145, 431, 41, 51]",0.4,0.0,0.11,0.29,0.06,0.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,"[503, 157, 133, 185]",0.38,0.0,0.17,0.18,0.09,0.11,0.08,"[150, 435, 45, 58]",0.0,0.0,0.01,0.0,0.0,0.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,"[154, 437, 43, 53]",0.34,0.04,0.22,0.14,0.1,0.02,0.15,"[509, 168, 128, 175]",0.02,0.0,0.0,0.75,0.01,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,"[508, 160, 131, 180]",0.05,0.0,0.01,0.83,0.08,0.0,0.02,"[159, 442, 44, 59]",0.0,0.0,0.01,0.0,0.0,0.99,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,"[157, 447, 41, 53]",0.01,0.0,0.09,0.04,0.03,0.74,0.09,"[494, 141, 130, 179]",0.07,0.0,0.14,0.02,0.23,0.01,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"[479, 168, 134, 178]",0.01,0.0,0.0,0.92,0.0,0.04,0.03,"[148, 438, 43, 55]",0.04,0.0,0.17,0.07,0.09,0.12,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"[151, 439, 42, 50]",0.03,0.0,0.01,0.28,0.09,0.0,0.59,"[481, 152, 132, 186]",0.01,0.0,0.0,0.94,0.01,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,"[487, 161, 129, 177]",0.06,0.0,0.02,0.52,0.38,0.01,0.02,"[141, 445, 42, 54]",0.39,0.02,0.11,0.01,0.26,0.05,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,"[149, 444, 44, 61]",0.03,0.0,0.03,0.0,0.01,0.93,0.0,"[462, 160, 140, 179]",0.1,0.0,0.02,0.1,0.04,0.02,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,"[151, 439, 42, 54]",0.1,0.0,0.11,0.02,0.04,0.63,0.1,"[480, 158, 139, 184]",0.02,0.0,0.01,0.59,0.01,0.33,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[477, 140, 139, 182]",0.13,0.0,0.09,0.09,0.63,0.03,0.03,"[161, 446, 43, 57]",0.0,0.0,0.01,0.01,0.0,0.98,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,"[157, 448, 43, 55]",0.05,0.0,0.19,0.13,0.03,0.48,0.12,"[502, 158, 137, 190]",0.04,0.0,0.0,0.71,0.01,0.12,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,"[150, 440, 44, 55]",0.03,0.0,0.05,0.34,0.01,0.53,0.04,"[499, 159, 134, 183]",0.01,0.0,0.02,0.75,0.0,0.22,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,"[478, 144, 135, 175]",0.05,0.0,0.1,0.22,0.02,0.43,0.18,"[157, 441, 41, 53]",0.56,0.0,0.06,0.11,0.01,0.23,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,"[484, 160, 140, 178]",0.0,0.0,0.0,0.9,0.0,0.03,0.08,"[150, 444, 44, 59]",0.0,0.0,0.04,0.0,0.0,0.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,"[145, 439, 43, 54]",0.04,0.0,0.12,0.09,0.08,0.06,0.61,"[479, 152, 134, 179]",0.18,0.0,0.08,0.37,0.17,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,"[484, 169, 132, 168]",0.09,0.0,0.07,0.42,0.03,0.38,0.01,"[154, 453, 41, 56]",0.0,0.0,0.0,0.81,0.0,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,"[489, 162, 136, 180]",0.01,0.0,0.0,0.78,0.0,0.02,0.19,"[144, 441, 43, 58]",0.04,0.0,0.01,0.6,0.06,0.01,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,"[154, 442, 42, 55]",0.1,0.0,0.39,0.01,0.3,0.02,0.17,"[478, 151, 136, 182]",0.01,0.0,0.0,0.93,0.0,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,"[138, 447, 44, 57]",0.02,0.0,0.01,0.95,0.0,0.02,0.0,"[490, 159, 136, 181]",0.0,0.0,0.0,0.87,0.02,0.0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,"[489, 153, 134, 182]",0.08,0.0,0.01,0.72,0.01,0.18,0.0,"[167, 447, 44, 54]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,"[489, 153, 136, 180]",0.01,0.0,0.0,0.91,0.0,0.05,0.03,"[177, 441, 42, 55]",0.09,0.0,0.04,0.33,0.15,0.07,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,"[496, 156, 134, 188]",0.21,0.0,0.05,0.35,0.02,0.36,0.0,"[158, 442, 41, 54]",0.01,0.0,0.0,0.68,0.0,0.29,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,"[149, 439, 42, 53]",0.22,0.0,0.04,0.02,0.33,0.0,0.39,"[483, 161, 140, 184]",0.06,0.0,0.04,0.25,0.02,0.58,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,"[486, 152, 131, 183]",0.06,0.0,0.04,0.0,0.01,0.9,0.0,"[154, 434, 43, 55]",0.0,0.0,0.04,0.04,0.02,0.76,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,"[483, 162, 136, 177]",0.01,0.0,0.0,0.92,0.01,0.01,0.05,"[152, 448, 42, 59]",0.05,0.0,0.15,0.15,0.08,0.52,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,"[480, 148, 136, 184]",0.18,0.0,0.04,0.06,0.01,0.67,0.04,"[132, 445, 42, 60]",0.11,0.0,0.19,0.22,0.02,0.42,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,"[458, 163, 147, 183]",0.41,0.0,0.16,0.13,0.07,0.21,0.03,"[134, 446, 42, 58]",0.09,0.0,0.07,0.02,0.0,0.79,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,"[473, 133, 137, 174]",0.0,0.0,0.01,0.28,0.0,0.69,0.01,"[178, 448, 33, 43]",0.22,0.0,0.13,0.04,0.13,0.01,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,"[476, 161, 130, 174]",0.0,0.0,0.0,0.81,0.0,0.12,0.07,"[135, 433, 42, 52]",0.02,0.0,0.01,0.96,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,"[140, 443, 42, 58]",0.05,0.0,0.24,0.25,0.17,0.07,0.22,"[484, 145, 136, 179]",0.01,0.0,0.01,0.29,0.0,0.3,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,"[472, 157, 131, 173]",0.02,0.0,0.02,0.53,0.01,0.35,0.08,"[143, 439, 43, 59]",0.08,0.0,0.11,0.27,0.06,0.23,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,"[466, 176, 140, 180]",0.05,0.0,0.01,0.62,0.01,0.27,0.03,"[175, 443, 41, 53]",0.35,0.0,0.06,0.06,0.07,0.02,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,"[459, 156, 143, 177]",0.14,0.0,0.09,0.08,0.02,0.53,0.13,"[199, 444, 40, 57]",0.28,0.0,0.09,0.06,0.03,0.24,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,"[464, 156, 139, 185]",0.03,0.0,0.12,0.06,0.01,0.79,0.0,"[150, 436, 40, 54]",0.18,0.0,0.08,0.05,0.05,0.03,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,"[470, 150, 135, 179]",0.11,0.0,0.02,0.08,0.77,0.0,0.02,"[155, 438, 38, 50]",0.27,0.0,0.1,0.18,0.04,0.01,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,"[164, 442, 42, 56]",0.41,0.0,0.21,0.05,0.15,0.15,0.03,"[468, 146, 137, 180]",0.14,0.0,0.17,0.14,0.1,0.38,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,"[462, 165, 132, 171]",0.01,0.0,0.01,0.0,0.0,0.98,0.0,"[153, 441, 42, 53]",0.4,0.0,0.02,0.51,0.02,0.02,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,"[121, 448, 45, 58]",0.05,0.01,0.13,0.02,0.14,0.52,0.13,"[476, 140, 135, 185]",0.0,0.0,0.0,0.96,0.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,"[173, 437, 41, 49]",0.16,0.01,0.39,0.03,0.09,0.19,0.13,"[454, 135, 143, 176]",0.07,0.0,0.01,0.82,0.02,0.04,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,"[148, 441, 44, 57]",0.54,0.0,0.19,0.01,0.07,0.16,0.03,"[492, 157, 131, 174]",0.02,0.0,0.02,0.7,0.07,0.03,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,"[137, 447, 42, 55]",0.03,0.0,0.1,0.02,0.1,0.15,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
