,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5,box6,angry6,disgust6,fear6,happy6,sad6,surprise6,neutral6,box7,angry7,disgust7,fear7,happy7,sad7,surprise7,neutral7,box8,angry8,disgust8,fear8,happy8,sad8,surprise8,neutral8
21,"[636, 127, 135, 179]",0.28,0.0,0.13,0.03,0.11,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[651, 126, 142, 179]",0.1,0.0,0.15,0.0,0.06,0.02,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"[414, 212, 36, 49]",0.1,0.0,0.01,0.02,0.04,0.0,0.82,"[835, 130, 36, 47]",0.7,0.0,0.02,0.02,0.04,0.01,0.21,"[734, 171, 32, 40]",0.07,0.0,0.17,0.02,0.64,0.0,0.09,"[225, 362, 39, 51]",0.52,0.0,0.09,0.0,0.25,0.0,0.13,"[1132, 267, 36, 46]",0.41,0.0,0.02,0.09,0.19,0.0,0.29,"[942, 298, 37, 49]",0.28,0.0,0.03,0.13,0.24,0.0,0.31,"[1098, 175, 30, 36]",0.51,0.0,0.25,0.05,0.18,0.0,0.01,,,,,,,,,,,,,,,,
24,"[421, 213, 37, 51]",0.11,0.0,0.01,0.01,0.03,0.01,0.83,"[226, 363, 39, 51]",0.68,0.0,0.06,0.01,0.19,0.0,0.07,"[735, 172, 32, 39]",0.11,0.0,0.04,0.0,0.78,0.0,0.07,"[834, 132, 37, 49]",0.55,0.0,0.18,0.03,0.08,0.03,0.13,"[1132, 268, 36, 46]",0.5,0.0,0.01,0.04,0.27,0.0,0.18,"[941, 294, 37, 50]",0.36,0.0,0.06,0.09,0.32,0.0,0.16,"[1097, 174, 32, 37]",0.56,0.0,0.17,0.09,0.16,0.01,0.01,,,,,,,,,,,,,,,,
25,"[413, 215, 38, 49]",0.46,0.0,0.03,0.04,0.11,0.0,0.36,"[226, 365, 38, 50]",0.55,0.0,0.2,0.03,0.09,0.0,0.13,"[832, 137, 37, 46]",0.78,0.0,0.02,0.11,0.02,0.0,0.07,"[734, 171, 33, 40]",0.07,0.0,0.07,0.02,0.64,0.0,0.2,"[1080, 154, 30, 43]",0.03,0.0,0.04,0.08,0.31,0.0,0.53,"[1133, 269, 35, 45]",0.34,0.0,0.01,0.06,0.38,0.0,0.22,"[941, 297, 37, 47]",0.41,0.0,0.08,0.04,0.37,0.0,0.09,"[872, 271, 30, 32]",0.14,0.0,0.01,0.02,0.3,0.0,0.53,,,,,,,,
26,"[644, 124, 138, 175]",0.15,0.0,0.05,0.0,0.07,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[637, 125, 141, 179]",0.13,0.0,0.1,0.0,0.13,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[646, 140, 137, 172]",0.07,0.0,0.08,0.0,0.18,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[631, 133, 145, 181]",0.15,0.0,0.09,0.02,0.14,0.01,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[589, 122, 137, 179]",0.48,0.0,0.09,0.01,0.09,0.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[572, 128, 143, 175]",0.28,0.0,0.06,0.0,0.1,0.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[621, 133, 143, 184]",0.06,0.0,0.05,0.0,0.25,0.0,0.64,"[12, 653, 38, 42]",0.24,0.0,0.15,0.33,0.12,0.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[604, 134, 143, 176]",0.19,0.0,0.07,0.01,0.08,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[646, 121, 145, 183]",0.03,0.0,0.06,0.0,0.1,0.02,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[607, 254, 128, 137]",0.2,0.0,0.42,0.0,0.38,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[571, 228, 127, 142]",0.31,0.0,0.47,0.0,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[632, 100, 143, 175]",0.07,0.0,0.08,0.0,0.06,0.0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[613, 95, 140, 177]",0.11,0.0,0.12,0.0,0.11,0.01,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[591, 116, 146, 180]",0.09,0.0,0.05,0.0,0.06,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[586, 111, 142, 174]",0.27,0.0,0.18,0.02,0.18,0.0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[575, 124, 145, 176]",0.33,0.0,0.12,0.0,0.16,0.01,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[621, 84, 142, 179]",0.11,0.0,0.06,0.0,0.09,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[602, 106, 146, 180]",0.08,0.0,0.06,0.0,0.09,0.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[576, 92, 129, 172]",0.21,0.0,0.11,0.01,0.29,0.0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[604, 92, 141, 176]",0.06,0.0,0.05,0.0,0.09,0.0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[604, 91, 137, 172]",0.07,0.0,0.03,0.0,0.06,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[579, 91, 137, 178]",0.28,0.0,0.17,0.03,0.2,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[617, 87, 141, 188]",0.1,0.0,0.06,0.01,0.1,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[597, 115, 144, 179]",0.12,0.0,0.04,0.0,0.14,0.0,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[589, 101, 142, 183]",0.3,0.0,0.14,0.0,0.12,0.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[588, 99, 146, 187]",0.12,0.0,0.09,0.0,0.11,0.02,0.66,"[675, 285, 69, 82]",0.06,0.0,0.08,0.15,0.46,0.01,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[594, 116, 141, 170]",0.12,0.0,0.06,0.0,0.11,0.0,0.71,"[5, 637, 36, 42]",0.24,0.0,0.1,0.15,0.25,0.05,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[584, 106, 142, 178]",0.13,0.0,0.06,0.0,0.14,0.0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[582, 112, 144, 178]",0.2,0.0,0.05,0.0,0.08,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[591, 121, 140, 178]",0.3,0.0,0.06,0.01,0.09,0.01,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[793, 130, 96, 125]",0.13,0.01,0.12,0.17,0.38,0.04,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[515, 105, 138, 174]",0.2,0.0,0.09,0.0,0.08,0.0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[597, 96, 147, 185]",0.06,0.0,0.05,0.0,0.06,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[624, 97, 138, 166]",0.09,0.0,0.01,0.0,0.07,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"[592, 83, 143, 191]",0.13,0.0,0.07,0.0,0.09,0.01,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"[578, 175, 139, 156]",0.26,0.0,0.29,0.0,0.37,0.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[618, 71, 144, 181]",0.03,0.0,0.02,0.85,0.02,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[411, 227, 37, 47]",0.07,0.0,0.01,0.05,0.02,0.0,0.85,"[397, 60, 35, 43]",0.5,0.0,0.02,0.01,0.11,0.0,0.36,"[1090, 145, 32, 42]",0.08,0.0,0.09,0.04,0.51,0.05,0.23,"[910, 301, 39, 49]",0.71,0.0,0.01,0.05,0.12,0.0,0.11,"[742, 184, 27, 35]",0.06,0.0,0.12,0.07,0.64,0.02,0.08,"[889, 141, 35, 45]",0.58,0.0,0.02,0.31,0.01,0.01,0.07,"[1148, 272, 36, 46]",0.66,0.0,0.02,0.05,0.12,0.01,0.14,,,,,,,,,,,,,,,,
64,"[401, 219, 36, 49]",0.57,0.0,0.01,0.03,0.05,0.0,0.34,"[747, 172, 28, 38]",0.09,0.0,0.05,0.06,0.63,0.01,0.17,"[895, 140, 36, 46]",0.26,0.0,0.0,0.33,0.03,0.01,0.37,"[233, 367, 38, 48]",0.61,0.0,0.06,0.01,0.18,0.0,0.14,"[423, 56, 36, 45]",0.38,0.0,0.13,0.03,0.19,0.02,0.25,"[1148, 276, 37, 46]",0.65,0.0,0.01,0.04,0.16,0.01,0.13,"[1077, 150, 32, 39]",0.03,0.0,0.12,0.04,0.48,0.0,0.33,"[906, 301, 36, 48]",0.09,0.0,0.04,0.09,0.08,0.0,0.7,"[867, 270, 34, 34]",0.37,0.0,0.05,0.08,0.28,0.02,0.21
65,"[408, 222, 38, 48]",0.22,0.0,0.01,0.03,0.04,0.0,0.7,"[231, 365, 39, 51]",0.61,0.0,0.11,0.01,0.19,0.0,0.08,"[743, 175, 29, 38]",0.04,0.0,0.03,0.04,0.53,0.0,0.36,"[1080, 147, 31, 39]",0.07,0.0,0.09,0.03,0.64,0.0,0.17,"[892, 144, 35, 46]",0.6,0.0,0.0,0.12,0.06,0.0,0.21,"[1143, 279, 33, 43]",0.55,0.0,0.13,0.03,0.27,0.0,0.03,"[481, 55, 35, 46]",0.16,0.0,0.36,0.01,0.21,0.02,0.24,"[910, 298, 37, 49]",0.69,0.0,0.05,0.03,0.07,0.01,0.15,"[873, 272, 29, 31]",0.17,0.0,0.05,0.05,0.49,0.02,0.22
66,"[603, 96, 146, 181]",0.11,0.01,0.06,0.02,0.09,0.0,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[585, 110, 143, 179]",0.17,0.0,0.05,0.0,0.07,0.0,0.71,"[8, 642, 34, 38]",0.18,0.0,0.14,0.22,0.31,0.05,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[569, 103, 143, 188]",0.18,0.0,0.06,0.01,0.07,0.08,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[601, 112, 143, 183]",0.05,0.01,0.04,0.0,0.24,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[558, 111, 139, 175]",0.32,0.03,0.16,0.01,0.29,0.0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[572, 106, 142, 176]",0.48,0.01,0.11,0.0,0.1,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"[566, 438, 125, 145]",0.26,0.0,0.24,0.01,0.49,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[1104, 267, 37, 44]",0.42,0.01,0.02,0.03,0.28,0.0,0.24,"[662, 511, 36, 47]",0.13,0.0,0.01,0.01,0.15,0.0,0.7,"[400, 349, 35, 42]",0.3,0.0,0.08,0.01,0.42,0.0,0.19,"[739, 174, 30, 38]",0.04,0.0,0.08,0.11,0.31,0.01,0.44,"[1080, 142, 30, 42]",0.05,0.0,0.04,0.07,0.32,0.0,0.52,"[900, 143, 37, 45]",0.61,0.0,0.12,0.01,0.11,0.01,0.13,"[1230, 118, 35, 45]",0.21,0.01,0.01,0.03,0.46,0.0,0.28,"[869, 316, 36, 52]",0.35,0.0,0.04,0.1,0.1,0.01,0.4,"[873, 275, 29, 28]",0.29,0.0,0.03,0.02,0.27,0.01,0.38
74,"[1086, 152, 32, 41]",0.1,0.01,0.1,0.52,0.21,0.01,0.05,"[414, 99, 32, 41]",0.04,0.0,0.16,0.64,0.12,0.0,0.04,"[734, 173, 30, 38]",0.07,0.0,0.02,0.12,0.65,0.0,0.14,"[1070, 259, 36, 45]",0.12,0.0,0.02,0.73,0.02,0.0,0.11,"[680, 524, 35, 46]",0.31,0.0,0.02,0.01,0.33,0.0,0.32,"[195, 358, 39, 49]",0.74,0.0,0.01,0.04,0.07,0.0,0.15,"[874, 318, 37, 51]",0.24,0.0,0.06,0.2,0.07,0.02,0.42,"[905, 142, 36, 47]",0.29,0.0,0.34,0.05,0.2,0.06,0.06,"[872, 273, 30, 30]",0.11,0.0,0.07,0.04,0.15,0.04,0.59
75,"[378, 326, 36, 46]",0.1,0.0,0.03,0.29,0.14,0.0,0.44,"[903, 150, 37, 45]",0.79,0.0,0.01,0.01,0.09,0.0,0.1,"[1115, 298, 31, 38]",0.57,0.0,0.04,0.0,0.19,0.0,0.2,"[1079, 143, 32, 43]",0.08,0.0,0.04,0.38,0.26,0.0,0.23,"[685, 522, 34, 42]",0.2,0.0,0.02,0.04,0.4,0.0,0.34,"[201, 365, 35, 46]",0.77,0.0,0.01,0.15,0.03,0.0,0.03,"[747, 169, 30, 39]",0.25,0.0,0.03,0.02,0.51,0.0,0.2,"[506, 118, 34, 43]",0.06,0.0,0.06,0.58,0.09,0.03,0.18,"[580, 168, 31, 41]",0.3,0.0,0.08,0.08,0.51,0.01,0.03
