,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4,box5,angry5,disgust5,fear5,happy5,sad5,surprise5,neutral5
20,"[926, 169, 96, 109]",0.07,0.0,0.01,0.0,0.02,0.0,0.9,"[446, 165, 90, 118]",0.94,0.0,0.03,0.0,0.01,0.02,0.0,"[134, 252, 52, 58]",0.54,0.0,0.1,0.14,0.16,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,
21,"[936, 177, 86, 98]",0.07,0.0,0.02,0.0,0.06,0.0,0.85,"[459, 179, 91, 114]",0.7,0.0,0.06,0.02,0.05,0.0,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"[925, 174, 92, 104]",0.21,0.0,0.05,0.0,0.06,0.0,0.67,"[435, 183, 92, 118]",0.14,0.0,0.3,0.0,0.52,0.01,0.02,"[740, 598, 32, 38]",0.22,0.0,0.14,0.04,0.53,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,
23,"[917, 171, 92, 106]",0.3,0.0,0.04,0.0,0.06,0.0,0.6,"[462, 177, 91, 120]",0.64,0.0,0.18,0.02,0.09,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"[915, 172, 94, 105]",0.14,0.0,0.07,0.01,0.04,0.01,0.74,"[449, 166, 89, 122]",0.61,0.0,0.07,0.0,0.03,0.28,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"[916, 175, 82, 102]",0.22,0.0,0.2,0.0,0.1,0.0,0.47,"[437, 171, 90, 116]",0.42,0.0,0.22,0.07,0.24,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[916, 172, 93, 102]",0.36,0.0,0.06,0.0,0.03,0.01,0.54,"[470, 180, 87, 114]",0.72,0.0,0.13,0.01,0.1,0.01,0.04,"[59, 289, 32, 39]",0.28,0.0,0.11,0.02,0.4,0.01,0.18,,,,,,,,,,,,,,,,,,,,,,,,
27,"[444, 160, 90, 115]",0.89,0.0,0.07,0.0,0.02,0.01,0.0,"[905, 186, 75, 91]",0.42,0.0,0.04,0.0,0.1,0.0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[468, 182, 89, 114]",0.3,0.0,0.3,0.13,0.07,0.02,0.18,"[917, 177, 85, 100]",0.33,0.0,0.08,0.0,0.05,0.01,0.52,"[326, 285, 25, 29]",0.55,0.0,0.14,0.16,0.14,0.0,0.01,"[592, 548, 29, 37]",0.54,0.02,0.06,0.1,0.18,0.05,0.07,,,,,,,,,,,,,,,,
29,"[924, 173, 88, 103]",0.18,0.0,0.07,0.0,0.1,0.01,0.64,"[445, 171, 87, 115]",0.54,0.0,0.06,0.03,0.04,0.11,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[925, 172, 94, 102]",0.18,0.0,0.11,0.0,0.06,0.01,0.63,"[439, 164, 92, 115]",0.53,0.0,0.06,0.01,0.17,0.04,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[926, 173, 92, 100]",0.14,0.0,0.08,0.0,0.08,0.01,0.7,"[448, 180, 91, 119]",0.54,0.0,0.31,0.02,0.08,0.02,0.03,"[1097, 243, 36, 41]",0.3,0.01,0.11,0.35,0.15,0.01,0.08,"[122, 644, 52, 48]",0.21,0.0,0.04,0.36,0.31,0.01,0.06,,,,,,,,,,,,,,,,
32,"[430, 171, 83, 102]",0.13,0.0,0.47,0.0,0.24,0.05,0.1,"[911, 176, 83, 100]",0.38,0.0,0.08,0.0,0.06,0.01,0.47,"[1103, 238, 35, 41]",0.18,0.0,0.13,0.33,0.3,0.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,
33,"[915, 174, 90, 101]",0.45,0.0,0.08,0.0,0.09,0.01,0.37,"[448, 165, 89, 120]",0.72,0.0,0.07,0.01,0.11,0.02,0.07,"[51, 330, 27, 32]",0.09,0.0,0.15,0.07,0.62,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,
34,"[918, 175, 88, 99]",0.39,0.0,0.08,0.0,0.09,0.01,0.42,"[441, 166, 92, 123]",0.07,0.0,0.02,0.88,0.0,0.02,0.0,"[778, 260, 39, 45]",0.3,0.0,0.05,0.09,0.21,0.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,
35,"[929, 177, 88, 102]",0.31,0.0,0.05,0.0,0.07,0.0,0.57,"[1157, 326, 38, 45]",0.22,0.0,0.36,0.02,0.32,0.01,0.07,"[440, 169, 91, 118]",0.64,0.0,0.06,0.02,0.13,0.03,0.13,"[283, 484, 30, 33]",0.25,0.0,0.05,0.23,0.43,0.0,0.04,,,,,,,,,,,,,,,,
36,"[929, 174, 89, 103]",0.39,0.0,0.12,0.0,0.09,0.01,0.38,"[1189, 332, 41, 48]",0.22,0.0,0.16,0.01,0.59,0.01,0.02,"[453, 179, 89, 111]",0.4,0.0,0.28,0.15,0.05,0.03,0.09,,,,,,,,,,,,,,,,,,,,,,,,
37,"[936, 173, 87, 103]",0.32,0.0,0.05,0.0,0.07,0.01,0.54,"[436, 182, 90, 115]",0.8,0.0,0.06,0.01,0.08,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[469, 173, 85, 111]",0.57,0.0,0.16,0.0,0.12,0.02,0.13,"[934, 174, 87, 103]",0.25,0.0,0.06,0.0,0.14,0.0,0.54,"[1197, 324, 44, 57]",0.02,0.0,0.04,0.02,0.88,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
39,"[889, 180, 85, 100]",0.35,0.0,0.04,0.0,0.07,0.0,0.54,"[422, 178, 88, 106]",0.2,0.0,0.26,0.01,0.4,0.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[979, 178, 88, 102]",0.61,0.0,0.03,0.0,0.05,0.0,0.32,"[438, 165, 91, 120]",0.58,0.0,0.2,0.0,0.13,0.04,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"[942, 176, 88, 100]",0.27,0.0,0.08,0.0,0.05,0.01,0.59,"[446, 179, 97, 120]",0.62,0.0,0.11,0.01,0.1,0.0,0.15,"[1222, 340, 38, 45]",0.3,0.0,0.08,0.15,0.44,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,
42,"[453, 163, 88, 109]",0.26,0.0,0.19,0.0,0.38,0.07,0.1,"[937, 170, 92, 102]",0.14,0.0,0.02,0.0,0.01,0.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[437, 174, 87, 112]",0.89,0.0,0.06,0.0,0.03,0.01,0.0,"[925, 179, 83, 99]",0.36,0.0,0.16,0.0,0.06,0.01,0.41,"[145, 289, 31, 37]",0.18,0.0,0.16,0.09,0.51,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,
44,"[460, 170, 86, 111]",0.59,0.0,0.07,0.01,0.14,0.01,0.18,"[916, 176, 86, 101]",0.48,0.0,0.03,0.0,0.03,0.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[928, 176, 87, 100]",0.39,0.0,0.05,0.0,0.04,0.0,0.52,"[436, 171, 93, 114]",0.12,0.0,0.07,0.01,0.08,0.0,0.72,"[1165, 227, 35, 43]",0.25,0.0,0.14,0.3,0.14,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,
46,"[929, 176, 86, 101]",0.06,0.0,0.02,0.0,0.02,0.0,0.9,"[457, 174, 87, 110]",0.65,0.0,0.14,0.0,0.06,0.03,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[936, 174, 92, 105]",0.17,0.0,0.01,0.0,0.03,0.0,0.79,"[460, 195, 92, 117]",0.38,0.0,0.18,0.09,0.26,0.0,0.08,"[302, 506, 47, 52]",0.34,0.01,0.18,0.08,0.36,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
48,"[444, 161, 90, 113]",0.38,0.0,0.2,0.0,0.33,0.04,0.05,"[934, 165, 101, 118]",0.03,0.0,0.04,0.01,0.05,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[942, 180, 84, 97]",0.25,0.0,0.06,0.0,0.06,0.01,0.62,"[440, 164, 90, 114]",0.29,0.0,0.42,0.01,0.18,0.07,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[457, 178, 92, 117]",0.35,0.0,0.31,0.13,0.08,0.1,0.03,"[925, 158, 101, 121]",0.11,0.0,0.15,0.01,0.09,0.02,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[945, 176, 85, 99]",0.21,0.0,0.06,0.0,0.07,0.01,0.65,"[452, 178, 89, 115]",0.17,0.0,0.24,0.0,0.48,0.09,0.03,"[101, 435, 113, 152]",0.5,0.0,0.04,0.12,0.24,0.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,
52,"[940, 174, 95, 104]",0.12,0.0,0.03,0.0,0.04,0.0,0.81,"[442, 173, 89, 119]",0.92,0.0,0.05,0.0,0.01,0.01,0.0,"[385, 493, 70, 82]",0.19,0.0,0.16,0.27,0.35,0.01,0.02,,,,,,,,,,,,,,,,,,,,,,,,
53,"[444, 171, 91, 118]",0.47,0.0,0.09,0.01,0.33,0.02,0.08,"[940, 177, 89, 103]",0.13,0.0,0.02,0.0,0.04,0.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"[456, 176, 88, 115]",0.68,0.0,0.13,0.0,0.1,0.03,0.06,"[931, 173, 89, 106]",0.34,0.0,0.04,0.0,0.07,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"[444, 174, 89, 116]",0.46,0.0,0.18,0.0,0.29,0.03,0.04,"[928, 159, 103, 123]",0.14,0.0,0.07,0.02,0.26,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"[464, 182, 89, 111]",0.63,0.0,0.13,0.01,0.19,0.01,0.03,"[933, 174, 84, 100]",0.57,0.0,0.06,0.0,0.07,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"[931, 173, 94, 103]",0.3,0.0,0.09,0.0,0.07,0.01,0.53,"[444, 173, 90, 116]",0.24,0.0,0.2,0.0,0.5,0.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"[941, 175, 91, 104]",0.14,0.0,0.01,0.0,0.05,0.0,0.79,"[453, 171, 85, 107]",0.49,0.0,0.18,0.0,0.15,0.02,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"[941, 175, 90, 102]",0.33,0.0,0.05,0.0,0.11,0.0,0.49,"[430, 170, 94, 116]",0.55,0.0,0.2,0.0,0.22,0.01,0.01,"[1209, 326, 43, 57]",0.38,0.0,0.06,0.16,0.36,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,
60,"[942, 176, 89, 101]",0.29,0.0,0.06,0.0,0.02,0.0,0.61,"[455, 184, 89, 114]",0.71,0.0,0.1,0.0,0.1,0.06,0.04,"[90, 283, 37, 45]",0.22,0.0,0.25,0.07,0.42,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
61,"[454, 170, 90, 124]",0.68,0.0,0.12,0.02,0.06,0.02,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"[436, 176, 95, 116]",0.55,0.0,0.12,0.0,0.26,0.01,0.06,"[762, 269, 37, 44]",0.13,0.0,0.02,0.07,0.38,0.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"[446, 169, 89, 115]",0.65,0.0,0.17,0.0,0.1,0.05,0.03,"[1185, 289, 70, 78]",0.05,0.0,0.07,0.4,0.41,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"[942, 178, 85, 98]",0.33,0.0,0.1,0.0,0.05,0.01,0.51,"[470, 171, 90, 118]",0.56,0.0,0.11,0.01,0.21,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"[932, 176, 91, 101]",0.58,0.0,0.07,0.0,0.06,0.01,0.28,"[452, 175, 93, 120]",0.58,0.0,0.09,0.21,0.1,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"[940, 175, 89, 103]",0.24,0.0,0.07,0.0,0.07,0.0,0.61,"[452, 166, 94, 124]",0.78,0.0,0.12,0.01,0.06,0.0,0.03,"[152, 241, 58, 62]",0.18,0.01,0.11,0.59,0.08,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
67,"[932, 175, 88, 103]",0.53,0.0,0.08,0.0,0.05,0.01,0.33,"[440, 170, 92, 119]",0.4,0.0,0.27,0.06,0.19,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"[435, 170, 90, 111]",0.48,0.0,0.14,0.02,0.31,0.02,0.03,"[929, 152, 105, 128]",0.05,0.0,0.07,0.0,0.09,0.01,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[943, 175, 87, 101]",0.36,0.0,0.16,0.0,0.05,0.01,0.43,"[449, 172, 93, 123]",0.63,0.0,0.11,0.0,0.05,0.19,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[948, 174, 96, 106]",0.33,0.0,0.02,0.0,0.05,0.0,0.6,"[446, 178, 91, 116]",0.29,0.0,0.24,0.0,0.42,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"[928, 175, 89, 103]",0.21,0.0,0.02,0.0,0.02,0.0,0.76,"[478, 191, 91, 115]",0.45,0.0,0.35,0.0,0.15,0.02,0.03,"[1235, 262, 30, 35]",0.31,0.0,0.09,0.1,0.28,0.0,0.22,,,,,,,,,,,,,,,,,,,,,,,,
72,"[436, 180, 92, 118]",0.66,0.0,0.17,0.0,0.06,0.11,0.01,"[921, 176, 88, 104]",0.22,0.0,0.05,0.0,0.08,0.0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[937, 175, 87, 102]",0.23,0.0,0.05,0.0,0.06,0.01,0.65,"[458, 174, 90, 117]",0.62,0.0,0.13,0.02,0.05,0.01,0.17,"[160, 655, 33, 42]",0.16,0.0,0.09,0.12,0.52,0.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,
74,"[944, 176, 93, 103]",0.28,0.0,0.03,0.0,0.11,0.0,0.58,"[436, 174, 92, 116]",0.5,0.0,0.16,0.0,0.28,0.04,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"[945, 175, 93, 104]",0.32,0.0,0.02,0.0,0.08,0.0,0.58,"[431, 199, 89, 105]",0.06,0.03,0.16,0.0,0.74,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"[941, 177, 85, 101]",0.42,0.0,0.04,0.0,0.07,0.0,0.47,"[457, 173, 91, 123]",0.8,0.0,0.09,0.04,0.04,0.02,0.02,"[138, 675, 35, 40]",0.07,0.0,0.35,0.02,0.52,0.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,
77,"[437, 169, 87, 114]",0.47,0.0,0.21,0.0,0.17,0.07,0.07,"[942, 175, 88, 104]",0.21,0.0,0.04,0.0,0.02,0.01,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"[951, 177, 91, 102]",0.38,0.0,0.04,0.0,0.07,0.0,0.51,"[455, 179, 88, 118]",0.82,0.0,0.05,0.01,0.05,0.01,0.06,"[395, 247, 29, 35]",0.17,0.0,0.61,0.05,0.13,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,
79,"[463, 188, 90, 117]",0.46,0.0,0.16,0.0,0.29,0.09,0.01,"[947, 175, 89, 104]",0.37,0.0,0.05,0.0,0.1,0.0,0.48,"[0, 264, 41, 66]",0.25,0.21,0.07,0.07,0.37,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
80,"[435, 178, 88, 109]",0.52,0.0,0.23,0.0,0.18,0.02,0.05,"[919, 179, 85, 102]",0.59,0.0,0.09,0.0,0.1,0.01,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,"[470, 186, 90, 115]",0.76,0.0,0.07,0.02,0.09,0.0,0.06,"[928, 179, 86, 100]",0.56,0.0,0.04,0.0,0.09,0.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,"[934, 180, 83, 97]",0.61,0.0,0.03,0.0,0.04,0.0,0.31,"[438, 172, 91, 115]",0.94,0.0,0.03,0.0,0.02,0.0,0.0,"[369, 271, 33, 39]",0.66,0.0,0.11,0.15,0.05,0.0,0.03,,,,,,,,,,,,,,,,,,,,,,,,
83,"[461, 180, 98, 123]",0.67,0.0,0.13,0.0,0.17,0.02,0.01,"[366, 273, 38, 43]",0.47,0.0,0.02,0.36,0.08,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"[465, 171, 86, 115]",0.65,0.0,0.15,0.01,0.09,0.02,0.07,"[625, 373, 50, 61]",0.22,0.0,0.12,0.09,0.49,0.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,"[941, 179, 87, 97]",0.31,0.0,0.07,0.0,0.09,0.0,0.54,"[467, 165, 88, 123]",0.31,0.0,0.29,0.03,0.2,0.03,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,"[937, 176, 91, 104]",0.25,0.0,0.03,0.0,0.05,0.0,0.68,"[439, 176, 90, 116]",0.68,0.0,0.08,0.0,0.21,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,"[928, 176, 89, 103]",0.55,0.0,0.07,0.0,0.03,0.02,0.33,"[479, 183, 81, 112]",0.65,0.0,0.1,0.02,0.13,0.02,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,"[928, 177, 93, 107]",0.2,0.0,0.07,0.0,0.1,0.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,"[456, 171, 91, 118]",0.6,0.0,0.19,0.0,0.17,0.03,0.01,"[920, 182, 83, 100]",0.65,0.0,0.09,0.0,0.1,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,"[929, 179, 82, 99]",0.53,0.0,0.15,0.0,0.11,0.01,0.22,"[441, 174, 83, 111]",0.43,0.0,0.19,0.05,0.05,0.03,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,"[943, 177, 93, 103]",0.25,0.0,0.04,0.0,0.04,0.0,0.66,"[442, 170, 87, 114]",0.86,0.0,0.07,0.0,0.05,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,"[944, 175, 89, 101]",0.25,0.0,0.05,0.0,0.08,0.01,0.61,"[451, 166, 98, 131]",0.42,0.0,0.45,0.0,0.1,0.01,0.02,"[150, 649, 31, 41]",0.46,0.0,0.17,0.07,0.26,0.0,0.04,"[478, 305, 34, 41]",0.26,0.0,0.09,0.02,0.3,0.01,0.32,,,,,,,,,,,,,,,,
93,"[430, 176, 93, 116]",0.45,0.0,0.17,0.0,0.23,0.01,0.12,"[945, 174, 90, 102]",0.3,0.0,0.07,0.0,0.1,0.0,0.53,"[426, 522, 26, 29]",0.13,0.0,0.07,0.1,0.62,0.01,0.07,,,,,,,,,,,,,,,,,,,,,,,,
94,"[447, 171, 89, 115]",0.34,0.0,0.18,0.01,0.4,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,"[945, 177, 84, 100]",0.34,0.0,0.09,0.0,0.06,0.01,0.5,"[619, 317, 81, 104]",0.18,0.0,0.17,0.32,0.15,0.13,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,"[471, 182, 88, 126]",0.65,0.0,0.14,0.0,0.15,0.01,0.04,"[931, 179, 82, 99]",0.6,0.0,0.13,0.0,0.08,0.0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"[948, 177, 85, 101]",0.48,0.0,0.09,0.0,0.08,0.01,0.34,"[456, 166, 89, 115]",0.83,0.0,0.07,0.0,0.08,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,"[951, 175, 90, 103]",0.1,0.0,0.05,0.0,0.06,0.0,0.79,"[461, 175, 85, 114]",0.69,0.0,0.09,0.02,0.07,0.0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,"[429, 170, 92, 119]",0.29,0.0,0.11,0.05,0.18,0.01,0.36,"[927, 160, 109, 127]",0.12,0.0,0.08,0.01,0.24,0.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
