,box0,angry0,disgust0,fear0,happy0,sad0,surprise0,neutral0,box1,angry1,disgust1,fear1,happy1,sad1,surprise1,neutral1,box2,angry2,disgust2,fear2,happy2,sad2,surprise2,neutral2,box3,angry3,disgust3,fear3,happy3,sad3,surprise3,neutral3,box4,angry4,disgust4,fear4,happy4,sad4,surprise4,neutral4
25,"[601, 191, 121, 150]",0.12,0.0,0.07,0.0,0.14,0.01,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"[581, 194, 121, 147]",0.08,0.0,0.01,0.01,0.04,0.0,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"[565, 187, 124, 148]",0.06,0.0,0.01,0.02,0.04,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[567, 194, 124, 153]",0.03,0.0,0.0,0.0,0.01,0.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"[567, 194, 122, 152]",0.08,0.0,0.03,0.01,0.09,0.01,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"[572, 192, 119, 147]",0.05,0.0,0.01,0.01,0.03,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[564, 188, 125, 151]",0.07,0.0,0.01,0.03,0.02,0.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"[565, 194, 122, 144]",0.1,0.0,0.01,0.01,0.05,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"[550, 186, 123, 153]",0.26,0.0,0.04,0.04,0.08,0.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"[552, 192, 121, 146]",0.21,0.0,0.02,0.03,0.06,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"[548, 188, 128, 156]",0.08,0.0,0.02,0.02,0.04,0.01,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"[558, 191, 121, 146]",0.03,0.0,0.01,0.03,0.02,0.0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"[584, 187, 116, 141]",0.17,0.0,0.1,0.0,0.09,0.03,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"[588, 187, 116, 143]",0.11,0.0,0.05,0.01,0.08,0.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"[590, 187, 116, 144]",0.11,0.0,0.04,0.0,0.09,0.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"[602, 194, 111, 141]",0.41,0.0,0.02,0.0,0.12,0.01,0.44,"[586, 323, 183, 245]",0.05,0.0,0.05,0.07,0.52,0.01,0.3,,,,,,,,,,,,,,,,,,,,,,,,
41,"[582, 182, 118, 146]",0.14,0.0,0.05,0.01,0.07,0.0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"[586, 191, 111, 136]",0.28,0.0,0.14,0.0,0.08,0.01,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"[584, 194, 118, 148]",0.09,0.0,0.08,0.0,0.15,0.0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"[585, 192, 119, 147]",0.22,0.0,0.15,0.0,0.16,0.03,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"[586, 185, 118, 148]",0.07,0.0,0.03,0.05,0.06,0.0,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"[602, 184, 121, 152]",0.23,0.0,0.14,0.0,0.22,0.01,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"[604, 184, 119, 150]",0.38,0.01,0.12,0.04,0.06,0.02,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"[588, 190, 121, 152]",0.1,0.0,0.04,0.0,0.14,0.01,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"[601, 190, 119, 148]",0.08,0.0,0.19,0.01,0.27,0.0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"[599, 191, 121, 155]",0.06,0.0,0.03,0.26,0.07,0.01,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"[587, 198, 116, 145]",0.04,0.0,0.04,0.01,0.08,0.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"[594, 200, 118, 146]",0.16,0.0,0.09,0.0,0.11,0.01,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"[593, 195, 119, 149]",0.05,0.0,0.08,0.14,0.09,0.01,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
